name,mean,min,median,max,count,70%,80%,90%
icr_range01,-0.062,-0.532,-0.135,0.258,23,-0.034,-0.002,0.065
plsRglm_quantile,-0.187,-2.668,-0.134,0.849,27,0.125,0.162,0.343
xgbTree_asis,-0.101,-1.224,-0.133,0.522,16,0.091,0.25,0.364
enet_YeoJohnson,-0.021,-0.93,-0.133,0.798,19,0.124,0.311,0.407
msaenet_range01,-0.031,-0.342,-0.132,0.372,4,-0.034,0.102,0.237
icr_YeoJohnson,-0.059,-0.523,-0.13,0.27,19,-0.017,0.01,0.031
svmLinear2_asis,-0.324,-4.532,-0.129,1,20,0.238,0.411,0.742
blasso_all,-0.049,-0.128,-0.128,-0.128,1,-0.128,-0.128,-0.128
blassoAveraged_all,-0.049,-0.128,-0.128,-0.128,1,-0.128,-0.128,-0.128
bridge_all,-0.049,-0.128,-0.128,-0.128,1,-0.128,-0.128,-0.128
M5_all,-0.049,-0.128,-0.128,-0.128,1,-0.128,-0.128,-0.128
M5Rules_all,-0.049,-0.128,-0.128,-0.128,1,-0.128,-0.128,-0.128
leapForward_YeoJohnson,-0.262,-5.119,-0.127,0.517,19,-0.066,0.027,0.167
cforest_asis,-0.027,-0.483,-0.127,0.658,20,0.089,0.264,0.392
SL.extraTrees_range01,-0.047,-0.123,-0.123,-0.123,1,-0.123,-0.123,-0.123
rvmRadial_quantile,-0.082,-1.496,-0.121,0.447,19,0.028,0.178,0.406
xgbDART_quantile,-0.111,-1.252,-0.12,0.677,23,0.035,0.121,0.235
xgbDART_YeoJohnson,-0.174,-1.564,-0.118,0.095,7,-0.035,-0.003,0.042
leapBackward_range01,-0.094,-0.893,-0.115,0.56,18,0.07,0.112,0.188
simpls_range01,-0.512,-7.5,-0.114,0.973,22,0.216,0.404,0.479
lasso_quantile,-0.089,-1.749,-0.112,0.837,31,0.155,0.288,0.482
cubist_YeoJohnson,-0.11,-1.086,-0.111,0.603,19,0.046,0.093,0.25
simpls_quantile,-0.243,-5.692,-0.11,0.665,31,0.096,0.188,0.369
widekernelpls_quantile,-0.15,-4.407,-0.11,0.665,31,0.124,0.275,0.43
blasso_quantile,-0.078,-0.969,-0.109,0.186,32,-0.053,-0.027,0.015
plsRglm_range01,-0.108,-1.433,-0.107,0.418,23,0.037,0.131,0.255
msaenet_quantile,-0.098,-2.702,-0.105,0.825,19,0.316,0.382,0.526
avNNet_range01,-0.516,-8.772,-0.104,0.725,23,0.229,0.342,0.508
ranger_asis,-0.063,-1.023,-0.102,0.629,20,0.112,0.188,0.238
bagEarth_range01,-0.116,-2.263,-0.102,0.44,23,0.095,0.201,0.277
blassoAveraged_quantile,-0.08,-0.898,-0.101,0.186,32,-0.057,-0.011,0.004
rvmPoly_range01,-0.009,-0.612,-0.099,0.598,22,0.209,0.263,0.361
evtree_asis,-0.079,-0.744,-0.095,0.423,18,-0.039,-0.008,0.152
RRFglobal_quantile,-0.034,-0.699,-0.092,0.507,28,0.11,0.192,0.373
svmLinear2_range01,-0.163,-3.188,-0.092,0.895,22,0.358,0.627,0.849
svmRadial_range01,-0.077,-2.193,-0.09,0.408,22,0.024,0.045,0.225
ranger_YeoJohnson,-0.013,-0.531,-0.089,0.388,19,0.115,0.146,0.262
krlsRadial_YeoJohnson,-0.05,-1.144,-0.088,0.513,19,0.101,0.176,0.391
enet_quantile,-0.081,-1.621,-0.088,0.553,32,0.212,0.314,0.507
krlsRadial_asis,-0.055,-0.751,-0.087,0.428,20,0.146,0.238,0.274
lars_quantile,-0.074,-1.619,-0.086,0.867,31,0.225,0.288,0.482
gaussprRadial_YeoJohnson,-0.054,-0.647,-0.084,0.347,19,0.022,0.098,0.167
xgbLinear_quantile,-0.102,-2.644,-0.083,1,23,0.002,0.376,0.607
glmboost_range01,-0.067,-0.906,-0.081,0.606,22,0.106,0.189,0.285
rf_range01,-0.029,-0.762,-0.079,0.328,22,0.191,0.2,0.301
parRF_asis,-0.072,-1.021,-0.078,0.61,20,0.052,0.186,0.31
svmRadialCost_YeoJohnson,-0.019,-0.847,-0.076,0.564,19,0.084,0.148,0.315
ctree_asis,-0.101,-1.586,-0.073,0.389,20,0.04,0.208,0.313
rvmLinear_quantile,-0.069,-1.945,-0.072,1,19,0.212,0.288,0.547
ridge_range01,-0.013,-1.318,-0.072,0.92,22,0.319,0.42,0.661
RRF_asis,-0.018,-0.518,-0.07,0.705,16,0.139,0.242,0.48
RRF_range01,-0.022,-0.52,-0.069,0.349,14,0.087,0.191,0.273
rvmLinear_all,-0.025,-0.065,-0.065,-0.065,1,-0.065,-0.065,-0.065
rvmPoly_quantile,-0.055,-1.175,-0.065,0.728,19,0.175,0.32,0.599
xgbLinear_YeoJohnson,-0.14,-1.13,-0.062,0.848,7,0.015,0.034,0.364
extraTrees_asis,-0.041,-0.882,-0.062,0.828,20,0.296,0.301,0.564
enet_range01,-0.044,-1.326,-0.061,0.825,23,0.093,0.203,0.421
SL.svm_range01,-0.023,-0.06,-0.06,-0.06,1,-0.06,-0.06,-0.06
bridge_quantile,-0.069,-1.527,-0.059,0.356,32,0.011,0.043,0.087
gbm_YeoJohnson,-0.103,-1.751,-0.059,0.323,19,0.157,0.219,0.251
Rborist_YeoJohnson,-0.039,-0.661,-0.058,0.271,17,0.098,0.109,0.172
treebag_quantile,-0.02,-0.905,-0.058,0.507,31,0.128,0.202,0.452
bagEarthGCV_quantile,-0.06,-1.094,-0.058,0.59,32,0.056,0.321,0.49
Rborist_asis,-0.049,-0.992,-0.056,0.61,16,0.102,0.255,0.314
rf_asis,-0.039,-0.742,-0.055,0.645,20,0.124,0.257,0.378
svmLinear3_asis,-0.071,-1.458,-0.054,0.807,20,0.167,0.22,0.419
svmRadialCost_range01,-0.059,-0.926,-0.048,0.413,22,0.026,0.067,0.301
cubist_all,-0.018,-0.047,-0.047,-0.047,1,-0.047,-0.047,-0.047
glmnet_quantile,-0.08,-1.862,-0.045,0.732,32,0.254,0.295,0.406
rf_YeoJohnson,-0.026,-0.717,-0.044,0.41,19,0.156,0.183,0.305
Rborist_range01,-0.028,-0.524,-0.042,0.287,14,0.08,0.146,0.216
parRF_range01,-0.029,-0.568,-0.038,0.356,23,0.103,0.159,0.198
svmRadial_all,-0.012,-0.031,-0.031,-0.031,1,-0.031,-0.031,-0.031
bagEarth_quantile,-0.024,-1.034,-0.029,0.548,32,0.205,0.26,0.417
svmLinear3_quantile,-0.087,-2.087,-0.028,0.786,28,0.071,0.131,0.245
pcr_range01,-0.005,-0.709,-0.026,0.506,23,0.168,0.284,0.354
ridge_quantile,-0.064,-2.407,-0.026,0.583,31,0.285,0.369,0.442
gaussprPoly_range01,-0.031,-1.298,-0.024,1,23,0.207,0.375,0.573
gaussprPoly_YeoJohnson,-0.081,-1.205,-0.02,0.607,19,0.092,0.151,0.314
RRFglobal_range01,-0.021,-0.487,-0.019,0.313,14,0.17,0.185,0.257
cforest_YeoJohnson,-0.011,-0.444,-0.015,0.399,19,0.102,0.145,0.223
gbm_asis,-0.069,-1.535,-0.014,0.93,20,0.219,0.42,0.589
nnls_range01,-0.072,-1.033,-0.013,0.728,23,0.075,0.123,0.481
icr_quantile,-0.08,-1.58,-0.013,0.549,30,0.112,0.154,0.241
knn_asis,-0.076,-1.057,-0.009,0.405,20,0.118,0.21,0.267
gaussprPoly_all,-0.003,-0.008,-0.008,-0.008,1,-0.008,-0.008,-0.008
SL.gam_range01,-0.003,-0.008,-0.008,-0.008,1,-0.008,-0.008,-0.008
xgbLinear_asis,-0.107,-1.945,-0.008,0.756,16,0.257,0.342,0.471
nnet_range01,-0.527,-8.772,-0.008,0.56,23,0.305,0.415,0.492
cforest_range01,-0.029,-0.591,-0.006,0.464,18,0.047,0.162,0.204
RRF_quantile,-0.021,-0.661,-0.005,0.478,28,0.142,0.188,0.308
RRFglobal_asis,0.001,-0.517,0.002,0.678,16,0.183,0.236,0.438
svmLinear3_YeoJohnson,-0.08,-1.413,0.002,0.574,19,0.139,0.258,0.45
xyf_asis,-0.1,-1.915,0.008,0.937,14,0.467,0.559,0.71
kknn_all,0.004,0.01,0.01,0.01,1,0.01,0.01,0.01
cforest_quantile,-0.02,-0.922,0.012,0.532,32,0.129,0.232,0.312
ranger_range01,-0.012,-0.598,0.017,0.429,23,0.149,0.195,0.298
treebag_range01,-0.024,-0.747,0.018,0.501,22,0.188,0.211,0.254
gbm_quantile,-0.082,-2.122,0.021,0.625,32,0.239,0.357,0.512
xyf_YeoJohnson,-0.021,-0.854,0.022,0.655,6,0.148,0.251,0.453
pcr_quantile,-0.027,-1.556,0.022,0.719,31,0.156,0.267,0.649
parRF_quantile,-0.005,-0.649,0.022,0.566,31,0.156,0.281,0.311
kknn_asis,-0.013,-1.156,0.022,0.883,20,0.392,0.469,0.687
rf_quantile,0,-0.619,0.024,0.643,31,0.128,0.201,0.378
extraTrees_range01,-0.011,-0.593,0.03,0.453,23,0.082,0.27,0.354
ranger_quantile,0.014,-0.562,0.03,0.525,26,0.132,0.278,0.391
Rborist_quantile,0.007,-0.69,0.031,0.67,28,0.157,0.287,0.418
h2oAutoml 1_asis,0.011,0.032,0.032,0.032,2,0.032,0.032,0.032
h2oAutoml 10_asis,0.011,0.032,0.032,0.032,1,0.032,0.032,0.032
RRFglobal_YeoJohnson,-0.015,-0.702,0.032,0.332,17,0.077,0.148,0.192
xgbTree_quantile,-0.031,-1.008,0.032,0.754,23,0.253,0.358,0.525
SBC_quantile,0.015,-1.173,0.032,1,31,0.378,0.461,0.688
bartMachine_YeoJohnson,-0.023,-1.039,0.035,0.334,19,0.183,0.208,0.243
bartMachine_quantile,-0.026,-1.215,0.035,0.616,32,0.216,0.273,0.468
svmPoly_quantile,0.027,-1.015,0.036,1,19,0.297,0.414,0.521
extraTrees_YeoJohnson,0.013,-0.619,0.038,0.625,19,0.183,0.266,0.403
treebag_asis,-0.026,-0.9,0.042,0.751,20,0.213,0.316,0.392
rvmLinear_range01,0.004,-1.084,0.043,0.662,22,0.295,0.433,0.518
treebag_YeoJohnson,-0.03,-0.676,0.046,0.495,19,0.122,0.153,0.248
svmPoly_YeoJohnson,0.003,-1.172,0.047,0.674,19,0.264,0.362,0.412
extraTrees_quantile,-0.003,-0.878,0.054,0.62,32,0.196,0.298,0.421
ridge_YeoJohnson,-0.139,-6.951,0.055,0.837,19,0.286,0.378,0.633
SL.kernelKnn_range01,0.025,0.065,0.065,0.065,1,0.065,0.065,0.065
gaussprPoly_quantile,-0.036,-1.415,0.065,0.561,19,0.218,0.311,0.383
parRF_YeoJohnson,0.006,-0.661,0.067,0.385,19,0.172,0.283,0.322
krlsRadial_quantile,-0.033,-2.031,0.071,0.76,31,0.134,0.202,0.298
SL.ksvm_range01,0.03,0.078,0.078,0.078,1,0.078,0.078,0.078
knn_range01,0.005,-0.603,0.081,0.792,23,0.183,0.336,0.428
kknn_YeoJohnson,0.054,-0.71,0.081,0.632,19,0.35,0.479,0.522
bartMachine_asis,0.027,-0.948,0.095,1,20,0.339,0.491,0.573
krlsRadial_all,0.037,0.097,0.097,0.097,1,0.097,0.097,0.097
svmRadial_quantile,0.023,-0.88,0.099,0.758,19,0.297,0.37,0.483
kknn_quantile,0.021,-1.439,0.099,0.957,30,0.327,0.38,0.483
gaussprRadial_quantile,0.027,-0.836,0.102,0.675,19,0.171,0.196,0.383
svmRadialCost_all,0.04,0.104,0.104,0.104,1,0.104,0.104,0.104
RRF_YeoJohnson,-0.014,-0.771,0.105,0.31,17,0.158,0.204,0.265
xyf_range01,0.005,-1.626,0.109,0.729,9,0.374,0.542,0.617
leapForward_all,0.043,0.112,0.112,0.112,1,0.112,0.112,0.112
cubist_range01,-0.077,-1.42,0.112,0.504,18,0.235,0.277,0.338
kernelpls_range01,-0.265,-6.16,0.138,0.927,23,0.451,0.533,0.634
earth_all,0.056,0.146,0.146,0.146,1,0.146,0.146,0.146
svmRadialSigma_quantile,0.019,-1.308,0.162,0.716,19,0.249,0.289,0.567
widekernelpls_range01,-0.187,-7.5,0.168,0.961,22,0.428,0.506,0.639
svmRadialSigma_all,0.073,0.191,0.191,0.191,1,0.191,0.191,0.191
ctree_all,0.076,0.198,0.198,0.198,1,0.198,0.198,0.198
ctree2_all,0.076,0.198,0.198,0.198,1,0.198,0.198,0.198
xyf_all,0.086,0.225,0.225,0.225,1,0.225,0.225,0.225
SBC_asis,0.007,-2.872,0.237,1,20,0.495,0.717,0.921
svmRadialCost_quantile,0.079,-1.026,0.242,0.889,19,0.34,0.407,0.636
bagEarthGCV_all,0.126,0.005,0.367,0.728,2,0.511,0.584,0.656
SL.bayesglm_range01,0.156,0.407,0.407,0.407,1,0.407,0.407,0.407
TPOT_range01,0.163,0.023,0.431,0.912,8,0.433,0.598,0.769
xyf_quantile,0.033,-2.175,0.499,0.858,8,0.694,0.75,0.807
xgbLinear_all,0.194,0.507,0.507,0.507,1,0.507,0.507,0.507
relaxo_all,0.2,0.522,0.522,0.522,1,0.522,0.522,0.522
SL.ridge_range01,0.209,0.546,0.546,0.546,1,0.546,0.546,0.546
TPOT 4_range01,0.205,0.599,0.599,0.599,1,0.599,0.599,0.599
SL.step.forward_range01,0.234,0.611,0.611,0.611,1,0.611,0.611,0.611
svmLinear3_all,0.236,0.616,0.616,0.616,1,0.616,0.616,0.616
SBC_all,0.365,0.953,0.953,0.953,1,0.953,0.953,0.953
