expirament,task,transTarg,transform,algomodel,hpGen,time,validmethod,tuneLength,cvcount,unmissed,keyMiss,foldCount,keeprunning,l1combu,sqrdcombu
QSlink3,QSlinks115_60Int,1,centernscale,SL.speedlm,random,0,nohyperparameters,1,5,40,QSlinks115_60Intcenternscale1QSlink3,2,TRUE,-2.18056,-1.27922
QSlink3,QSlinks115_60Int,2,centernscale,SL.bayesglm,random,0,nohyperparameters,1,5,61,QSlinks115_60Intcenternscale2QSlink3,2,TRUE,-2.18056,-1.27922
QSlink3,QSlinks115_60Int,2,centernscale,SL.glm,random,0,nohyperparameters,1,5,65,QSlinks115_60Intcenternscale2QSlink3,2,TRUE,-2.18056,-1.27922
QSlink3,QSlinks115_60Int,2,centernscale,SL.lm,random,0,nohyperparameters,1,5,65,QSlinks115_60Intcenternscale2QSlink3,2,TRUE,-2.18056,-1.27922
QSlink3,QSlinks115_60Int,2,centernscale,SL.speedglm,random,0,nohyperparameters,1,5,40,QSlinks115_60Intcenternscale2QSlink3,2,TRUE,-2.18056,-1.27922
QSlink3,QSlinks115_60Int,2,centernscale,SL.speedlm,random,0,nohyperparameters,1,5,40,QSlinks115_60Intcenternscale2QSlink3,2,TRUE,-2.18056,-1.27922
QSlink3,QSlinks115_60Int,2,asis,SL.bayesglm,random,0,nohyperparameters,1,5,61,QSlinks115_60Intasis2QSlink3,2,TRUE,-2.1799,-1.27859
QSlink3,QSlinks115_60Int,2,YeoJohnson,SL.bayesglm,random,0,nohyperparameters,1,5,61,QSlinks115_60IntYeoJohnson2QSlink3,2,TRUE,-2.1799,-1.27859
QSlink3,QSlinks115_60Int,2,PCA,SL.glmnet,random,2,nohyperparameters,1,5,66,QSlinks115_60IntPCA2QSlink3,2,TRUE,-2.17788,-1.27884
QSlink3,QSlinks115_60Int,1,range01,SL.bayesglm,random,0,nohyperparameters,1,5,61,QSlinks115_60Intrange011QSlink3,2,TRUE,-2.17777,-1.27716
QSlink3,QSlinks115_60Int,2,range01,SL.bayesglm,random,0,nohyperparameters,1,5,61,QSlinks115_60Intrange012QSlink3,2,TRUE,-2.17777,-1.27716
QSlink3,QSlinks04_90Int,2,all,SL.svm,random,2.5,nohyperparameters,1,5,66,QSlinks04_90Intall2QSlink3,2,TRUE,-2.17246,-1.21718
QSlink3,QSlinks14_55,1,centernscale,SL.bartMachine,random,29.3125,nohyperparameters,1,5,66,QSlinks14_55centernscale1QSlink3,2,TRUE,-2.17152,-1.21589
QSlink3,QSlinks03_95,2,range01,regr.h2o.glm,random,6.5,cv,5,5,30,QSlinks03_95range012QSlink3,2,TRUE,-2.16805,-1.37066
QSlink3,QSlinks03_95,1,centernscale,regr.h2o.deeplearning,random,30,cv,5,5,16,QSlinks03_95centernscale1QSlink3,1,TRUE,-2.16763,-1.27148
QSlink3,QSlinks14_55,2,all,enet,random,11.5,3,6.1,NA,11,QSlinks14_55all2QSlink3,2,TRUE,-2.16737,-1.2567
QSlink3,QSlinks03_95,2,centernscale,regr.cubist,random,1,nohyperparameters,1,5,18,QSlinks03_95centernscale2QSlink3,2,TRUE,-2.16714,-1.22865
QSlink3,QSlinks14_55,2,all,knn,random,3,3,6.1,NA,23,QSlinks14_55all2QSlink3,1,TRUE,-2.16463,-1.30181
QSlink3,QSlinks14_55,2,all,cubist,random,104,3,6.1,NA,11,QSlinks14_55all2QSlink3,2,TRUE,-2.16461,-1.19306
QSlink3,QSlinks115_60Int,2,asis,SL.glmnet,random,2,nohyperparameters,1,5,66,QSlinks115_60Intasis2QSlink3,2,TRUE,-2.16442,-1.26357
QSlink3,QSlinks115_60Int,1,range01,SL.glmnet,random,2,nohyperparameters,1,5,66,QSlinks115_60Intrange011QSlink3,2,TRUE,-2.16442,-1.26357
QSlink3,QSlinks115_60Int,2,YeoJohnson,SL.glmnet,random,2,nohyperparameters,1,5,66,QSlinks115_60IntYeoJohnson2QSlink3,2,TRUE,-2.16442,-1.26357
QSlink3,QSlinks115_60Int,2,range01,SL.glmnet,random,2,nohyperparameters,1,5,66,QSlinks115_60Intrange012QSlink3,2,TRUE,-2.16429,-1.26348
QSlink3,QSlinks115_60Int,1,centernscale,SL.glmnet,random,2,nohyperparameters,1,5,66,QSlinks115_60Intcenternscale1QSlink3,2,TRUE,-2.16316,-1.26239
QSlink3,QSlinks115_60Int,2,centernscale,SL.glmnet,random,2,nohyperparameters,1,5,66,QSlinks115_60Intcenternscale2QSlink3,2,TRUE,-2.16316,-1.26239
QSlink3,QSlinks115_60Int,2,PCA,SL.ksvm,random,0.5,nohyperparameters,1,5,66,QSlinks115_60IntPCA2QSlink3,2,TRUE,-2.16268,-1.21595
QSlink3,QSlinks115_60Int,2,ICA,SL.glmnet,random,2,nohyperparameters,1,5,66,QSlinks115_60IntICA2QSlink3,2,TRUE,-2.15937,-1.2512
QSlink3,QSlinks115_60Int,2,quantile,SL.svm,random,0,nohyperparameters,1,5,66,QSlinks115_60Intquantile2QSlink3,2,TRUE,-2.15829,-1.18038
QSlink3,QSlinks14_55,2,all,ctree2,random,7.5,3,6.1,NA,23,QSlinks14_55all2QSlink3,2,TRUE,-2.15478,-1.20708
QSlink3,QSlinks115_60Int,2,all,SL.polymars,random,2,nohyperparameters,1,5,66,QSlinks115_60Intall2QSlink3,2,TRUE,-2.15261,-1.26627
QSlink3,QSlinks14_55Int,2,centernscale,SL.bartMachine,random,28,nohyperparameters,1,5,66,QSlinks14_55Intcenternscale2QSlink3,2,TRUE,-2.1525,-1.17536
QSlink3,QSlinks115_60,2,expoTrans,SL.bartMachine,random,28.785714285714285,nohyperparameters,1,5,66,QSlinks115_60expoTrans2QSlink3,2,TRUE,-2.15247,-1.19983
QSlink3,QSlinks115_60Int,2,ICA,SL.nnls,random,0,nohyperparameters,1,5,66,QSlinks115_60IntICA2QSlink3,2,TRUE,-2.15011,-1.22789
QSlink3,QSlinks04_90Int,1,centernscale,SL.svm,random,1,nohyperparameters,1,5,66,QSlinks04_90Intcenternscale1QSlink3,2,TRUE,-2.14862,-1.19728
QSlink3,QSlinks04_90Int,1,range01,SL.svm,random,0.5,nohyperparameters,1,5,66,QSlinks04_90Intrange011QSlink3,2,TRUE,-2.14835,-1.19705
QSlink3,QSlinks04_90Int,2,range01,SL.svm,random,1,nohyperparameters,1,5,66,QSlinks04_90Intrange012QSlink3,2,TRUE,-2.14835,-1.19705
QSlink3,QSlinks04_90Int,2,centernscale,SL.svm,random,0.5,nohyperparameters,1,5,66,QSlinks04_90Intcenternscale2QSlink3,2,TRUE,-2.14822,-1.19692
QSlink3,QSlinks115_60Int,1,centernscale,SL.nnls,random,0,nohyperparameters,1,5,66,QSlinks115_60Intcenternscale1QSlink3,2,TRUE,-2.14796,-1.24376
QSlink3,QSlinks115_60,2,asis,bagEarthGCV,random,12,cv,5,5,24,QSlinks115_60asis2QSlink3,2,TRUE,-2.14755,-1.19239
QSlink3,QSlinks115_60,2,range01,SL.bartMachine,random,29.214285714285715,nohyperparameters,1,5,66,QSlinks115_60range012QSlink3,2,TRUE,-2.14731,-1.19711
QSlink3,QSlinks115_60,2,asis,SL.bartMachine,random,149.85714285714286,nohyperparameters,1,5,66,QSlinks115_60asis2QSlink3,2,TRUE,-2.14471,-1.19171
QSlink3,QSlinks115_60Int,2,asis,SL.nnls,random,0,nohyperparameters,1,5,66,QSlinks115_60Intasis2QSlink3,2,TRUE,-2.14234,-1.2557
QSlink3,QSlinks115_60Int,2,YeoJohnson,SL.nnls,random,0,nohyperparameters,1,5,66,QSlinks115_60IntYeoJohnson2QSlink3,2,TRUE,-2.14234,-1.2557
QSlink3,QSlinks115_60,1,range01,SL.bartMachine,random,30,nohyperparameters,1,5,66,QSlinks115_60range011QSlink3,2,TRUE,-2.14134,-1.19057
QSlink3,QSlinks14_55,2,all,glmboost,random,8,3,6.1,NA,23,QSlinks14_55all2QSlink3,2,TRUE,-2.14132,-1.1841
QSlink3,QSlinks115_60,2,all,SL.bartMachine,random,55.8125,nohyperparameters,1,5,66,QSlinks115_60all2QSlink3,2,TRUE,-2.13784,-1.18294
QSlink3,QSlinks115_60,2,asis,gcvEarth,random,2.5,cv,5,5,23,QSlinks115_60asis2QSlink3,2,TRUE,-2.13754,-1.17096
QSlink3,QSlinks04_90Int,2,quantile,SL.stepAIC,random,8,nohyperparameters,1,5,66,QSlinks04_90Intquantile2QSlink3,2,TRUE,-2.13728,-1.21106
QSlink3,QSlinks115_60,2,centernscale,SL.bartMachine,random,31.35714285714286,nohyperparameters,1,5,66,QSlinks115_60centernscale2QSlink3,2,TRUE,-2.13503,-1.18352
QSlink3,QSlinks115_60Int,2,PCA,SL.stepAIC,random,2,nohyperparameters,1,5,66,QSlinks115_60IntPCA2QSlink3,2,TRUE,-2.13414,-1.18155
QSlink3,QSlinks115_60,1,range01,regr.h2o.deeplearning,random,10,nohyperparameters,1,5,16,QSlinks115_60range011QSlink3,2,TRUE,-2.13399,-1.23081
QSlink3,QSlinks03_95,2,asis,SL.cforest,random,43.5,nohyperparameters,1,5,1,QSlinks03_95asis2QSlink3,2,TRUE,-2.13355,-1.20009
QSlink3,QSlinks115_60Int,2,ICA,SL.polymars,random,1,nohyperparameters,1,5,66,QSlinks115_60IntICA2QSlink3,2,TRUE,-2.1302,-1.25446
QSlink3,QSlinks115_60,2,quantile,SL.bartMachine,random,28.857142857142858,nohyperparameters,1,5,66,QSlinks115_60quantile2QSlink3,2,TRUE,-2.13003,-1.17394
QSlink3,QSlinks115_60Int,2,ICA,SL.stepAIC,random,2,nohyperparameters,1,5,66,QSlinks115_60IntICA2QSlink3,2,TRUE,-2.12727,-1.2211
QSlink3,QSlinks04_90Int,2,all,SL.glmnet,random,32,nohyperparameters,1,5,66,QSlinks04_90Intall2QSlink3,2,TRUE,-2.12573,-1.18662
QSlink3,QSlinks115_60,2,PCA,SL.bartMachine,random,31.357142857142854,nohyperparameters,1,5,66,QSlinks115_60PCA2QSlink3,2,TRUE,-2.12565,-1.16735
QSlink3,QSlinks03_95,2,asis,regr.h2o.glm,random,5.5,cv,5,5,30,QSlinks03_95asis2QSlink3,2,TRUE,-2.12368,-1.33362
QSlink3,QSlinks115_60,2,YeoJohnson,SL.bartMachine,random,34.142857142857146,nohyperparameters,1,5,66,QSlinks115_60YeoJohnson2QSlink3,2,TRUE,-2.12353,-1.16771
QSlink3,QSlinks115_60Int,2,ICA,SL.ksvm,random,0,nohyperparameters,1,5,66,QSlinks115_60IntICA2QSlink3,2,TRUE,-2.12284,-1.15331
QSlink3,QSlinks14_55,2,all,BstLm,random,57.5,3,6.1,NA,23,QSlinks14_55all2QSlink3,2,TRUE,-2.12212,-1.15942
QSlink3,QSlinks115_60,1,centernscale,SL.bartMachine,random,30.214285714285715,nohyperparameters,1,5,66,QSlinks115_60centernscale1QSlink3,2,TRUE,-2.11803,-1.16395
QSlink3,QSlinks115_60Int,1,centernscale,SL.step.forward,random,2.5,nohyperparameters,1,5,66,QSlinks115_60Intcenternscale1QSlink3,2,TRUE,-2.11736,-1.16208
QSlink3,QSlinks115_60Int,2,centernscale,SL.step.forward,random,2.5,nohyperparameters,1,5,66,QSlinks115_60Intcenternscale2QSlink3,2,TRUE,-2.11736,-1.16208
QSlink3,QSlinks115_60Int,1,range01,SL.step.forward,random,2.5,nohyperparameters,1,5,66,QSlinks115_60Intrange011QSlink3,2,TRUE,-2.1171,-1.1618
QSlink3,QSlinks115_60Int,2,range01,SL.step.forward,random,3,nohyperparameters,1,5,66,QSlinks115_60Intrange012QSlink3,2,TRUE,-2.1171,-1.1618
QSlink3,QSlinks115_60Int,2,asis,SL.step.forward,random,3,nohyperparameters,1,5,66,QSlinks115_60Intasis2QSlink3,2,TRUE,-2.11203,-1.15726
QSlink3,QSlinks115_60Int,2,YeoJohnson,SL.step.forward,random,2.5,nohyperparameters,1,5,66,QSlinks115_60IntYeoJohnson2QSlink3,2,TRUE,-2.11203,-1.15726
QSlink3,QSlinks115_60Int,1,centernscale,SL.polymars,random,1,nohyperparameters,1,5,66,QSlinks115_60Intcenternscale1QSlink3,2,TRUE,-2.10958,-1.15465
QSlink3,QSlinks04_90Int,2,all,SL.randomForest,random,191.5,nohyperparameters,1,5,66,QSlinks04_90Intall2QSlink3,2,TRUE,-2.10562,-1.14933
QSlink3,QSlinks04_90Int,2,expoTrans,SL.glmnet,random,10.5,nohyperparameters,1,5,66,QSlinks04_90IntexpoTrans2QSlink3,2,TRUE,-2.10521,-1.15051
QSlink3,QSlinks115_60,2,asis,svmPoly,random,3,cv,5,5,22,QSlinks115_60asis2QSlink3,2,TRUE,-2.10409,-1.15667
QSlink3,QSlinks04_90Int,2,quantile,SL.rpart,random,0,nohyperparameters,1,5,66,QSlinks04_90Intquantile2QSlink3,2,TRUE,-2.10272,-1.2069
QSlink3,QSlinks115_60Int,2,all,SL.earth,random,4,nohyperparameters,1,5,65,QSlinks115_60Intall2QSlink3,1,TRUE,-2.10063,-1.2591
QSlink3,QSlinks115_60,2,asis,kernelpls,random,2,cv,5,5,23,QSlinks115_60asis2QSlink3,2,TRUE,-2.09273,-1.20336
QSlink3,QSlinks04_90Int,2,quantile,SL.polymars,random,3,nohyperparameters,1,5,66,QSlinks04_90Intquantile2QSlink3,2,TRUE,-2.09228,-1.23224
QSlink3,QSlinks04_90Int,2,all,SL.ksvm,random,4,nohyperparameters,1,5,66,QSlinks04_90Intall2QSlink3,2,TRUE,-2.09121,-1.11648
QSlink3,QSlinks04_90Int,1,range01,SL.ksvm,random,1,nohyperparameters,1,5,66,QSlinks04_90Intrange011QSlink3,2,TRUE,-2.08936,-1.12064
QSlink3,QSlinks04_90Int,2,range01,SL.ksvm,random,1,nohyperparameters,1,5,66,QSlinks04_90Intrange012QSlink3,2,TRUE,-2.08923,-1.12054
QSlink3,QSlinks04_90Int,1,centernscale,SL.ksvm,random,3,nohyperparameters,1,5,66,QSlinks04_90Intcenternscale1QSlink3,2,TRUE,-2.08823,-1.11972
QSlink3,QSlinks04_90Int,2,centernscale,SL.ksvm,random,1,nohyperparameters,1,5,66,QSlinks04_90Intcenternscale2QSlink3,2,TRUE,-2.08823,-1.11972
QSlink3,QSlinks115_60,2,range01,regr.h2o.deeplearning,random,9,nohyperparameters,1,5,16,QSlinks115_60range012QSlink3,2,TRUE,-2.08442,-1.18781
QSlink3,QSlinks03_95,2,YeoJohnson,regr.rknn,random,1.5,3,6.2,NA,17,QSlinks03_95YeoJohnson2QSlink3,2,TRUE,-2.08426,-1.13358
QSlink3,QSlinks04_90Int,2,quantile,SL.glmnet,random,19,nohyperparameters,1,5,66,QSlinks04_90Intquantile2QSlink3,2,TRUE,-2.08415,-1.12387
QSlink3,QSlinks14_55,2,all,elm,random,3.5,3,6.1,NA,23,QSlinks14_55all2QSlink3,2,TRUE,-2.07829,-1.14017
QSlink3,QSlinks115_60Int,2,quantile,SL.bayesglm,random,0,nohyperparameters,1,5,61,QSlinks115_60Intquantile2QSlink3,2,TRUE,-2.07552,-1.11405
QSlink3,QSlinks115_60,2,asis,pcr,random,2,cv,5,5,22,QSlinks115_60asis2QSlink3,2,TRUE,-2.07442,-1.17107
QSlink3,QSlinks14_55Int,2,ICA,regr.cubist,random,1.5,nohyperparameters,1,5,18,QSlinks14_55IntICA2QSlink3,2,TRUE,-2.07278,-1.24286
QSlink3,QSlinks04_90Int,2,ICA,SL.nnls,random,0,nohyperparameters,1,5,66,QSlinks04_90IntICA2QSlink3,2,TRUE,-2.0727,-1.14468
QSlink3,QSlinks115_60Int,2,quantile,SL.glm,random,0,nohyperparameters,1,5,65,QSlinks115_60Intquantile2QSlink3,2,TRUE,-2.06999,-1.10937
QSlink3,QSlinks115_60Int,2,quantile,SL.lm,random,0,nohyperparameters,1,5,65,QSlinks115_60Intquantile2QSlink3,2,TRUE,-2.06999,-1.10937
QSlink3,QSlinks115_60Int,2,quantile,SL.speedglm,random,0,nohyperparameters,1,5,40,QSlinks115_60Intquantile2QSlink3,2,TRUE,-2.06999,-1.10937
QSlink3,QSlinks115_60Int,2,quantile,SL.speedlm,random,0,nohyperparameters,1,5,40,QSlinks115_60Intquantile2QSlink3,2,TRUE,-2.06999,-1.10937
QSlink3,QSlinks115_60Int,2,PCA,SL.nnls,random,0,nohyperparameters,1,5,66,QSlinks115_60IntPCA2QSlink3,2,TRUE,-2.06697,-1.11746
QSlink3,QSlinks115_60Int,2,quantile,SL.gam,random,1,nohyperparameters,1,5,63,QSlinks115_60Intquantile2QSlink3,2,TRUE,-2.05586,-1.08518
QSlink3,QSlinks115_60Int,2,quantile,SL.glmnet,random,2,nohyperparameters,1,5,66,QSlinks115_60Intquantile2QSlink3,2,TRUE,-2.05547,-1.08567
QSlink3,QSlinks04_90Int,2,all,SL.ridge,random,3,nohyperparameters,1,5,62,QSlinks04_90Intall2QSlink3,1,TRUE,-2.05413,-1.13527
QSlink3,QSlinks115_60Int,2,ICA,SL.step.forward,random,3.5,nohyperparameters,1,5,66,QSlinks115_60IntICA2QSlink3,2,TRUE,-2.05009,-1.09514
QSlink3,QSlinks14_55Int,2,asis,regr.mob,random,1.5,nohyperparameters,1,5,40,QSlinks14_55Intasis2QSlink3,2,TRUE,-2.04936,-1.06135
QSlink3,QSlinks14_55Int,2,YeoJohnson,regr.mob,random,1.1666666666666665,nohyperparameters,1,5,40,QSlinks14_55IntYeoJohnson2QSlink3,2,TRUE,-2.04936,-1.06135
QSlink3,QSlinks115_60Int,2,PCA,SL.bayesglm,random,1,nohyperparameters,1,5,61,QSlinks115_60IntPCA2QSlink3,2,TRUE,-2.04902,-1.0959
QSlink3,QSlinks14_55Int,1,range01,regr.mob,random,1.25,nohyperparameters,1,5,40,QSlinks14_55Intrange011QSlink3,2,TRUE,-2.04849,-1.06049
QSlink3,QSlinks14_55Int,2,range01,regr.mob,random,1.1666666666666665,nohyperparameters,1,5,40,QSlinks14_55Intrange012QSlink3,2,TRUE,-2.04849,-1.06049
QSlink3,QSlinks14_55Int,1,centernscale,regr.mob,random,1.1666666666666665,nohyperparameters,1,5,40,QSlinks14_55Intcenternscale1QSlink3,2,TRUE,-2.04849,-1.0605
QSlink3,QSlinks14_55Int,2,centernscale,regr.mob,random,1.1666666666666665,nohyperparameters,1,5,40,QSlinks14_55Intcenternscale2QSlink3,2,TRUE,-2.04849,-1.0605
QSlink3,QSlinks115_60Int,2,asis,SL.glm,random,0,nohyperparameters,1,5,65,QSlinks115_60Intasis2QSlink3,2,TRUE,-2.04802,-1.09483
QSlink3,QSlinks115_60Int,2,asis,SL.lm,random,0,nohyperparameters,1,5,65,QSlinks115_60Intasis2QSlink3,2,TRUE,-2.04802,-1.09483
QSlink3,QSlinks115_60Int,2,asis,SL.speedglm,random,0,nohyperparameters,1,5,40,QSlinks115_60Intasis2QSlink3,2,TRUE,-2.04802,-1.09483
QSlink3,QSlinks115_60Int,2,asis,SL.speedlm,random,0,nohyperparameters,1,5,40,QSlinks115_60Intasis2QSlink3,2,TRUE,-2.04802,-1.09483
QSlink3,QSlinks115_60Int,2,YeoJohnson,SL.glm,random,0,nohyperparameters,1,5,65,QSlinks115_60IntYeoJohnson2QSlink3,2,TRUE,-2.04802,-1.09483
QSlink3,QSlinks115_60Int,2,YeoJohnson,SL.lm,random,0,nohyperparameters,1,5,65,QSlinks115_60IntYeoJohnson2QSlink3,2,TRUE,-2.04802,-1.09483
QSlink3,QSlinks115_60Int,2,YeoJohnson,SL.speedglm,random,0,nohyperparameters,1,5,40,QSlinks115_60IntYeoJohnson2QSlink3,2,TRUE,-2.04802,-1.09483
QSlink3,QSlinks115_60Int,2,YeoJohnson,SL.speedlm,random,0,nohyperparameters,1,5,40,QSlinks115_60IntYeoJohnson2QSlink3,2,TRUE,-2.04802,-1.09483
QSlink3,QSlinks115_60,2,asis,rlm,random,2.5,cv,5,5,21,QSlinks115_60asis2QSlink3,2,TRUE,-2.04793,-1.18351
QSlink3,QSlinks03_95,2,all,regr.rknn,random,2.5,3,6.2,NA,17,QSlinks03_95all2QSlink3,2,TRUE,-2.04703,-1.08369
10hp10cv,bac latent features,1,asis,dummy,random,434,cv,10,10,1,bac latent featuresasis110hp10cv,1,TRUE,-2.04663,-1.3413
QSlink3,QSlinks14_55,2,all,gaussprRadial,random,5.5,3,6.1,NA,22,QSlinks14_55all2QSlink3,2,TRUE,-2.04595,-1.06687
QSlink3,QSlinks14_55,2,all,bridge,random,4224,3,6.1,NA,23,QSlinks14_55all2QSlink3,2,TRUE,-2.04338,-1.06501
QSlink3,QSlinks115_60Int,2,quantile,SL.stepAIC,random,1.5,nohyperparameters,1,5,66,QSlinks115_60Intquantile2QSlink3,2,TRUE,-2.04178,-1.07031
QSlink3,QSlinks115_60,2,asis,glm,random,2,cv,5,5,23,QSlinks115_60asis2QSlink3,2,TRUE,-2.03855,-1.08568
QSlink3,QSlinks115_60,2,asis,lm,random,2,cv,5,5,22,QSlinks115_60asis2QSlink3,2,TRUE,-2.03855,-1.08568
QSlink3,QSlinks115_60,2,asis,simpls,random,2,cv,5,5,22,QSlinks115_60asis2QSlink3,2,TRUE,-2.0375,-1.0853
QSlink3,QSlinks115_60,2,asis,gaussprLinear,random,2.5,cv,5,5,22,QSlinks115_60asis2QSlink3,2,TRUE,-2.03479,-1.08152
QSlink3,QSlinks115_60,2,asis,krlsRadial,random,67,cv,5,5,23,QSlinks115_60asis2QSlink3,2,TRUE,-2.03411,-1.07372
QSlink3,QSlinks115_60,2,asis,msaenet,random,7,cv,5,5,22,QSlinks115_60asis2QSlink3,2,TRUE,-2.03083,-1.0758
QSlink3,QSlinks115_60Int,2,PCA,SL.ipredbagg,random,15,nohyperparameters,1,5,66,QSlinks115_60IntPCA2QSlink3,2,TRUE,-2.02597,-1.06421
QSlink3,QSlinks04_90Int,2,PCA,SL.bartMachine,random,40,nohyperparameters,1,5,66,QSlinks04_90IntPCA2QSlink3,2,TRUE,-2.0251,-1.07975
QSlink3,QSlinks115_60,2,asis,bayesglm,random,2,cv,5,5,24,QSlinks115_60asis2QSlink3,2,TRUE,-2.01981,-1.06537
QSlink3,QSlinks115_60Int,2,quantile,SL.nnls,random,0,nohyperparameters,1,5,66,QSlinks115_60Intquantile2QSlink3,2,TRUE,-2.01597,-1.04954
QSlink3,QSlinks115_60Int,2,centernscale,SL.nnls,random,0,nohyperparameters,1,5,66,QSlinks115_60Intcenternscale2QSlink3,2,TRUE,-2.01174,-1.07116
QSlink3,QSlinks04_90Int,2,PCA,SL.randomForest,random,59,nohyperparameters,1,5,66,QSlinks04_90IntPCA2QSlink3,2,TRUE,-2.00863,-1.05168
QSlink3,QSlinks14_55,2,all,ctree,random,8.5,3,6.1,NA,23,QSlinks14_55all2QSlink3,2,TRUE,-2.00849,-1.07057
QSlink3,QSlinks115_60Int,2,quantile,SL.step.forward,random,3,nohyperparameters,1,5,66,QSlinks115_60Intquantile2QSlink3,2,TRUE,-2.00572,-1.04039
QSlink3,QSlinks115_60Int,1,range01,SL.kernelKnn,random,0,nohyperparameters,1,5,66,QSlinks115_60Intrange011QSlink3,2,TRUE,-2.00432,-1.05467
QSlink3,QSlinks14_55,2,all,glmnet,random,7.5,3,6.1,NA,23,QSlinks14_55all2QSlink3,2,TRUE,-2.00065,-1.02307
QSlink3,QSlinks14_55,2,ICA,SL.bartMachine,random,30.071428571428573,nohyperparameters,1,5,66,QSlinks14_55ICA2QSlink3,2,TRUE,-1.99994,-1.02733
QSlink3,QSlinks115_60Int,2,ICA,SL.glm,random,0,nohyperparameters,1,5,65,QSlinks115_60IntICA2QSlink3,2,TRUE,-1.99932,-1.06831
QSlink3,QSlinks115_60Int,2,ICA,SL.lm,random,0,nohyperparameters,1,5,65,QSlinks115_60IntICA2QSlink3,2,TRUE,-1.99932,-1.06831
QSlink3,QSlinks115_60,2,asis,svmLinear,random,5.5,cv,5,5,22,QSlinks115_60asis2QSlink3,2,TRUE,-1.99151,-1.06913
QSlink3,QSlinks115_60,2,asis,svmLinear2,random,16,cv,5,5,22,QSlinks115_60asis2QSlink3,2,TRUE,-1.98983,-1.06724
QSlink3,QSlinks115_60Int,2,range01,SL.kernelKnn,random,0,nohyperparameters,1,5,66,QSlinks115_60Intrange012QSlink3,2,TRUE,-1.98927,-1.03641
QSlink3,QSlinks115_60Int,2,all,SL.glmnet,random,34.5,nohyperparameters,1,5,66,QSlinks115_60Intall2QSlink3,2,TRUE,-1.98823,-1.05989
QSlink3,QSlinks115_60,2,asis,regr.h2o.glm,random,8,nohyperparameters,1,5,30,QSlinks115_60asis2QSlink3,2,TRUE,-1.98651,-1.10836
QSlink3,QSlinks115_60,2,range01,regr.h2o.glm,random,8.5,nohyperparameters,1,5,30,QSlinks115_60range012QSlink3,2,TRUE,-1.98651,-1.10836
QSlink3,QSlinks14_55,2,range01,regr.mob,random,1,cv,5,5,40,QSlinks14_55range012QSlink3,2,TRUE,-1.98593,-1.01513
QSlink3,QSlinks14_55,1,centernscale,regr.mob,random,1,cv,5,5,40,QSlinks14_55centernscale1QSlink3,2,TRUE,-1.98593,-1.01513
QSlink3,QSlinks14_55,2,centernscale,regr.mob,random,1,cv,5,5,40,QSlinks14_55centernscale2QSlink3,2,TRUE,-1.98593,-1.01513
QSlink3,QSlinks14_55,1,range01,regr.mob,random,1,cv,5,5,40,QSlinks14_55range011QSlink3,2,TRUE,-1.98593,-1.01513
QSlink3,QSlinks14_55,2,all,evtree,random,92.5,3,6.1,NA,23,QSlinks14_55all2QSlink3,2,TRUE,-1.9847,-0.9857
QSlink3,QSlinks04_90Int,2,PCA,SL.glmnet,random,17,nohyperparameters,1,5,66,QSlinks04_90IntPCA2QSlink3,2,TRUE,-1.98142,-1.03426
QSlink3,QSlinks14_55,2,all,gaussprPoly,random,5,3,6.1,NA,22,QSlinks14_55all2QSlink3,2,TRUE,-1.97941,-0.9938
QSlink3,QSlinks04_90Int,2,centernscale,SL.loess,random,0,nohyperparameters,1,5,66,QSlinks04_90Intcenternscale2QSlink3,2,TRUE,-1.97687,-1.01882
QSlink3,QSlinks14_55,2,asis,regr.mob,random,1,cv,5,5,40,QSlinks14_55asis2QSlink3,2,TRUE,-1.9767,-1.00623
QSlink3,QSlinks14_55,2,all,glm.nb,random,32,3,6.1,NA,20,QSlinks14_55all2QSlink3,2,TRUE,-1.97386,-1.12705
QSlink3,QSlinks115_60Int,2,quantile,SL.polymars,random,1,nohyperparameters,1,5,66,QSlinks115_60Intquantile2QSlink3,2,TRUE,-1.97326,-0.99689
QSlink3,QSlinks04_90Int,2,asis,SL.glmnet,random,10.5,nohyperparameters,1,5,66,QSlinks04_90Intasis2QSlink3,2,TRUE,-1.97063,-1.03412
QSlink3,QSlinks04_90Int,2,YeoJohnson,SL.glmnet,random,9.5,nohyperparameters,1,5,66,QSlinks04_90IntYeoJohnson2QSlink3,2,TRUE,-1.97063,-1.03412
QSlink3,QSlinks04_90Int,2,ICA,SL.glmnet,random,18.5,nohyperparameters,1,5,66,QSlinks04_90IntICA2QSlink3,2,TRUE,-1.97063,-1.03412
QSlink3,QSlinks04_90Int,1,range01,SL.glmnet,random,12.5,nohyperparameters,1,5,66,QSlinks04_90Intrange011QSlink3,2,TRUE,-1.97063,-1.03422
QSlink3,QSlinks04_90Int,2,range01,SL.glmnet,random,10.5,nohyperparameters,1,5,66,QSlinks04_90Intrange012QSlink3,2,TRUE,-1.97063,-1.03422
QSlink3,QSlinks04_90Int,2,centernscale,SL.glmnet,random,11,nohyperparameters,1,5,66,QSlinks04_90Intcenternscale2QSlink3,2,TRUE,-1.97049,-1.03413
QSlink3,QSlinks115_60,2,asis,superpc,random,2,cv,5,5,22,QSlinks115_60asis2QSlink3,2,TRUE,-1.97043,-1.027
