-0.017,lcv lhp,-0.015,0.19,1.718,1.397,Fri Aug 25 18:35:32 2017,xgbLinear,1,1,composite 1,ignore,none,range01,1.6934992783,random,1024,8,cv,5,6,1,5,17,0.0003242635,0.171999005,2.1665673391,,,
0.159,lcv lhp,0.126,0.195,1.48,1.156,Fri Aug 25 18:36:24 2017,xgbTree,1,1,composite 1,ignore,none,range01,1.6934992783,random,1025,51,cv,5,6,1,5,699,10,0.3304611594,0.6434591394,0.6198675374,10,0.5909454433
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:36:28 2017,xyf,1,1,composite 1,ignore,none,range01,4,,,,,,,,,,,,,,,
0.047,lcv lhp,0.021,1.71,1.616,1.231,Fri Aug 25 18:36:42 2017,avNNet,1,1,composite 1,ignore,none,asis,1.6512356605,random,1027,13,cv,5,6,1,5,6,0.0024693798,TRUE,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:36:45 2017,bag,1,1,composite 1,ignore,none,asis,3,,,,,,,,,,,,,,,
-0.162,lcv lhp,-0.239,1.336,NA,NA,Fri Aug 25 18:37:37 2017,bagEarth,1,1,composite 1,ignore,none,asis,1.6512356605,random,1029,52,cv,5,6,1,5,6,2,,,,,
-0.188,lcv lhp,-0.237,-1,NA,NA,Fri Aug 25 18:37:50 2017,bagEarthGCV,1,1,composite 1,ignore,none,asis,1.6512356605,random,1030,13,cv,5,6,1,5,1,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:37:54 2017,bam,1,1,composite 1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:37:55 2017,bartMachine,1,1,composite 1,ignore,none,asis,1,,,,,,,,,,,,,,,
0.006,lcv lhp,0.065,-1,1.544,1.284,Fri Aug 25 18:37:57 2017,bayesglm,1,1,composite 1,ignore,none,asis,1.6512356605,random,1033,2,cv,5,6,1,5,none,,,,,,
0.05,lcv lhp,0.083,1.418,1.514,1.228,Fri Aug 25 18:38:01 2017,blasso,1,1,composite 1,ignore,none,asis,1.6512356605,random,1034,3,cv,5,6,1,5,0.8184484353,,,,,,
0.05,lcv lhp,0.084,-1,1.513,1.227,Fri Aug 25 18:38:05 2017,blassoAveraged,1,1,composite 1,ignore,none,asis,1.6512356605,random,1035,3,cv,5,6,1,5,none,,,,,,
0.038,lcv lhp,0.077,-1,1.524,1.243,Fri Aug 25 18:38:08 2017,bridge,1,1,composite 1,ignore,none,asis,1.6512356605,random,1036,3,cv,5,6,1,5,none,,,,,,
0.003,lcv lhp,0.06,1.421,1.553,1.289,Fri Aug 25 18:39:07 2017,BstLm,1,1,composite 1,ignore,none,asis,1.6512356605,random,1037,58,cv,5,6,1,5,141,0.2333876439,,,,,
0.134,lcv lhp,0.129,1.528,1.439,1.119,Fri Aug 25 18:39:13 2017,cforest,1,1,composite 1,ignore,none,asis,1.6512356605,random,1038,6,cv,5,6,1,5,4,,,,,,
-0.022,lcv lhp,0.057,1.574,1.557,1.321,Fri Aug 25 18:39:16 2017,ctree,1,1,composite 1,ignore,none,asis,1.6512356605,random,1039,3,cv,5,6,1,5,0.6964909853,,,,,,
-0.08,lcv lhp,-0.01,1.705,1.668,1.395,Fri Aug 25 18:39:20 2017,ctree2,1,1,composite 1,ignore,none,asis,1.6512356605,random,1040,3,cv,5,6,1,5,5,0.9653699091,,,,,
-0.042,lcv lhp,0.019,1.479,1.62,1.346,Fri Aug 25 18:39:38 2017,cubist,1,1,composite 1,ignore,none,asis,1.6512356605,random,1041,18,cv,5,6,1,5,17,5,,,,,
-0.001,lcv lhp,-0.001,1.812,1.653,1.294,Fri Aug 25 18:39:42 2017,dnn,1,1,composite 1,ignore,none,asis,1.6512356605,random,1042,4,cv,5,6,1,5,18,14,13,0.0916290654,0.0498695167,,
0.003,lcv lhp,-0.06,1.373,NA,NA,Fri Aug 25 18:39:45 2017,earth,1,1,composite 1,ignore,none,asis,1.6512356605,random,1043,3,cv,5,6,1,5,4,1,,,,,
0.006,lcv lhp,0.064,1.388,1.545,1.285,Fri Aug 25 18:39:48 2017,elm,1,1,composite 1,ignore,none,asis,1.6512356605,random,1044,2,cv,5,6,1,5,18,purelin,,,,,
0.079,lcv lhp,0.103,1.382,1.482,1.19,Fri Aug 25 18:39:50 2017,enet,1,1,composite 1,ignore,none,asis,1.6512356605,random,1045,2,cv,5,6,1,5,0.7324735101,1.82608178182884e-05,,,,,
0.015,lcv lhp,0.07,1.795,1.536,1.272,Fri Aug 25 18:40:56 2017,evtree,1,1,composite 1,ignore,none,asis,1.6512356605,random,1046,66,cv,5,6,1,5,1.2681340575,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:40:57 2017,extraTrees,1,1,composite 1,ignore,none,asis,1,,,,,,,,,,,,,,,
0.006,lcv lhp,0.057,1.326,1.556,1.284,Fri Aug 25 18:41:00 2017,foba,1,1,composite 1,ignore,none,asis,1.6512356605,random,1048,2,cv,5,6,1,5,2,8.78082130963699e-05,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:41:04 2017,gam,1,1,composite 1,ignore,none,asis,4,,,,,,,,,,,,,,,
-0.021,lcv lhp,0.004,1.358,NA,NA,Fri Aug 25 18:41:46 2017,gamboost,1,1,composite 1,ignore,none,asis,1.6512356605,random,1050,41,cv,5,6,1,5,35,yes,,,,,
-0.11,lcv lhp,-0.095,1.335,NA,NA,Fri Aug 25 18:41:51 2017,gamSpline,1,1,composite 1,ignore,none,asis,1.6512356605,random,1051,5,cv,5,6,1,5,2.9205566202,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:41:55 2017,gaussprLinear,1,1,composite 1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:42:00 2017,gaussprPoly,1,1,composite 1,ignore,none,asis,6,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:42:06 2017,gaussprRadial,1,1,composite 1,ignore,none,asis,6,,,,,,,,,,,,,,,
-0.174,lcv lhp,-0.116,1.843,1.842,1.517,Fri Aug 25 18:42:14 2017,gbm,1,1,composite 1,ignore,none,asis,1.6512356605,random,1055,7,cv,5,6,1,5,4692,10,0.1457046644,8,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:42:38 2017,gbm_h2o,1,1,composite 1,ignore,none,asis,24,,,,,,,,,,,,,,,
-0.143,lcv lhp,-0.168,-1,NA,NA,Fri Aug 25 18:42:40 2017,gcvEarth,1,1,composite 1,ignore,none,asis,1.6512356605,random,1057,2,cv,5,6,1,5,1,,,,,,
0.006,lcv lhp,0.064,-1,1.545,1.285,Fri Aug 25 18:42:42 2017,glm,1,1,composite 1,ignore,none,asis,1.6512356605,random,1058,2,cv,5,6,1,5,none,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:42:46 2017,glm.nb,1,1,composite 1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.028,lcv lhp,0.071,1.358,1.535,1.256,Fri Aug 25 18:42:56 2017,glmboost,1,1,composite 1,ignore,none,asis,1.6512356605,random,1060,9,cv,5,6,1,5,83,yes,,,,,
0.026,lcv lhp,0.072,1.33,1.533,1.258,Fri Aug 25 18:42:59 2017,glmnet,1,1,composite 1,ignore,none,asis,1.6512356605,random,1061,3,cv,5,6,1,5,0.6198053607,0.0484030594,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:43:23 2017,glmnet_h2o,1,1,composite 1,ignore,none,asis,23,,,,,,,,,,,,,,,
0.006,lcv lhp,0.057,-1,1.557,1.284,Fri Aug 25 18:43:26 2017,glmStepAIC,1,1,composite 1,ignore,none,asis,1.6512356605,random,1063,3,cv,5,6,1,5,none,,,,,,
0.006,lcv lhp,0.064,1.477,1.545,1.285,Fri Aug 25 18:43:32 2017,icr,1,1,composite 1,ignore,none,asis,1.6512356605,random,1064,6,cv,5,6,1,5,4,,,,,,
0.006,lcv lhp,0.064,1.393,1.545,1.285,Fri Aug 25 18:43:34 2017,kernelpls,1,1,composite 1,ignore,none,asis,1.6512356605,random,1065,2,cv,5,6,1,5,4,,,,,,
0.161,lcv lhp,0.155,1.549,1.396,1.085,Fri Aug 25 18:43:37 2017,kknn,1,1,composite 1,ignore,none,asis,1.6512356605,random,1066,3,cv,5,6,1,5,11,2.4431529664,rectangular,,,,
0.083,lcv lhp,0.107,1.581,1.474,1.184,Fri Aug 25 18:43:40 2017,knn,1,1,composite 1,ignore,none,asis,1.6512356605,random,1067,2,cv,5,6,1,5,13,,,,,,
-2.554,lcv lhp,-2.331,4.367,NA,NA,Fri Aug 25 18:43:43 2017,krlsPoly,1,1,composite 1,ignore,none,asis,1.6512356605,random,1068,3,cv,5,6,1,5,0.2933961083,1,,,,,
0.005,lcv lhp,0.061,1.354,1.551,1.286,Fri Aug 25 18:43:47 2017,krlsRadial,1,1,composite 1,ignore,none,asis,1.6512356605,random,1069,4,cv,5,6,1,5,0.0011905508,1392.4860952011,,,,,
0.096,lcv lhp,0.113,1.373,1.465,1.168,Fri Aug 25 18:43:49 2017,lars,1,1,composite 1,ignore,none,asis,1.6512356605,random,1070,2,cv,5,6,1,5,0.6343448462,,,,,,
0.03,lcv lhp,0.072,1.314,1.533,1.254,Fri Aug 25 18:43:51 2017,lars2,1,1,composite 1,ignore,none,asis,1.6512356605,random,1071,2,cv,5,6,1,5,3,,,,,,
0.043,lcv lhp,0.079,1.369,1.521,1.236,Fri Aug 25 18:43:54 2017,lasso,1,1,composite 1,ignore,none,asis,1.6512356605,random,1072,2,cv,5,6,1,5,0.8620119223,,,,,,
0.006,lcv lhp,0.057,1.325,1.557,1.284,Fri Aug 25 18:43:56 2017,leapBackward,1,1,composite 1,ignore,none,asis,1.6512356605,random,1073,2,cv,5,6,1,5,2,,,,,,
0.006,lcv lhp,0.057,1.359,1.557,1.284,Fri Aug 25 18:43:58 2017,leapForward,1,1,composite 1,ignore,none,asis,1.6512356605,random,1074,2,cv,5,6,1,5,2,,,,,,
0.006,lcv lhp,0.057,1.352,1.557,1.284,Fri Aug 25 18:44:00 2017,leapSeq,1,1,composite 1,ignore,none,asis,1.6512356605,random,1075,2,cv,5,6,1,5,2,,,,,,
0.006,lcv lhp,0.064,-1,1.545,1.285,Fri Aug 25 18:44:03 2017,lm,1,1,composite 1,ignore,none,asis,1.6512356605,random,1076,2,cv,5,6,1,5,TRUE,,,,,,
0.006,lcv lhp,0.057,-1,1.557,1.284,Fri Aug 25 18:44:05 2017,lmStepAIC,1,1,composite 1,ignore,none,asis,1.6512356605,random,1077,2,cv,5,6,1,5,none,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:44:09 2017,logicBag,1,1,composite 1,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:44:13 2017,logreg,1,1,composite 1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:44:14 2017,M5,1,1,composite 1,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:44:15 2017,M5Rules,1,1,composite 1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.008,lcv lhp,0.058,1.318,1.555,1.282,Fri Aug 25 18:44:23 2017,msaenet,1,1,composite 1,ignore,none,asis,1.6512356605,random,1082,7,cv,5,6,1,5,0.22978843,7,1.8075587732,,,,
0.08,lcv lhp,0.056,1.706,1.559,1.189,Fri Aug 25 18:44:27 2017,nnet,1,1,composite 1,ignore,none,asis,1.6512356605,random,1083,4,cv,5,6,1,5,2,0.0540226224,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:44:30 2017,nnls,1,1,composite 1,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 18:44:31 2017,ordinalNet,1,1,composite 1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.047,lcv lhp,0.091,1.494,1.501,1.232,Fri Aug 25 18:44:36 2017,parRF,1,1,composite 1,ignore,none,asis,1.6512356605,random,1086,5,cv,5,6,1,5,3,,,,,,
0.076,lcv lhp,0.045,1.683,1.577,1.194,Fri Aug 25 18:44:40 2017,pcaNNet,1,1,composite 1,ignore,none,asis,1.6512356605,random,1087,3,cv,5,6,1,5,5,0.1823935298,,,,,
-0.035,lcv lhp,-0.083,1.673,1.788,1.338,Fri Aug 25 18:44:42 2017,pcr,1,1,composite 1,ignore,none,asis,1.6512356605,random,1088,2,cv,5,6,1,5,3,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,PackageFail,Fri Aug 25 18:44:55 2017,pls,1,1,composite 1,ignore,none,asis,15,,,,,,,,,,,,,,,
0.006,lcv lhp,0.058,1.354,1.556,1.284,Fri Aug 25 18:45:02 2017,plsRglm,1,1,composite 1,ignore,none,asis,1.6512356605,random,1090,6,cv,5,6,1,5,3,0.1733323007,,,,,
0.042,lcv lhp,0.063,1.412,1.547,1.238,Fri Aug 25 18:45:06 2017,ppr,1,1,composite 1,ignore,none,asis,1.6512356605,random,1091,4,cv,5,6,1,5,1,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,PackageFail,Fri Aug 25 18:45:18 2017,pythonKnnReg,1,1,composite 1,ignore,none,asis,16,,,,,,,,,,,,,,,
-0.514,lcv lhp,-0.324,2.417,2.187,1.956,Fri Aug 25 18:45:26 2017,qrf,1,1,composite 1,ignore,none,asis,1.6512356605,random,1093,7,cv,5,6,1,5,3,,,,,,
-0.004,lcv lhp,0.072,1.559,1.532,1.297,Fri Aug 25 19:02:49 2017,qrnn,1,1,composite 1,ignore,none,asis,1.6512356605,random,1094,1043,cv,5,6,1,5,1,0,FALSE,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:02:50 2017,randomGLM,1,1,composite 1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.061,lcv lhp,0.1,1.527,1.487,1.214,Fri Aug 25 19:02:55 2017,ranger,1,1,composite 1,ignore,none,asis,1.6512356605,random,1096,4,cv,5,6,1,5,3,,,,,,
0.032,lcv lhp,0.084,1.451,1.512,1.251,Fri Aug 25 19:03:37 2017,Rborist,1,1,composite 1,ignore,none,asis,1.6512356605,random,1097,42,cv,5,6,1,5,4,,,,,,
0.023,lcv lhp,0.07,1.357,1.535,1.262,Fri Aug 25 19:03:40 2017,relaxo,1,1,composite 1,ignore,none,asis,1.6512356605,random,1098,2,cv,5,6,1,5,7.5776833528,0.7587866313,,,,,
0.036,lcv lhp,0.086,1.536,1.509,1.246,Fri Aug 25 19:03:45 2017,rf,1,1,composite 1,ignore,none,asis,1.6512356605,random,1099,5,cv,5,6,1,5,3,,,,,,
0.006,lcv lhp,0.064,1.366,1.545,1.284,Fri Aug 25 19:03:47 2017,ridge,1,1,composite 1,ignore,none,asis,1.6512356605,random,1100,2,cv,5,6,1,5,0.0235258813,,,,,,
0.007,lcv lhp,0.067,1.377,1.541,1.283,Fri Aug 25 19:03:50 2017,rlm,1,1,composite 1,ignore,none,asis,1.6512356605,random,1101,3,cv,5,6,1,5,FALSE,psi.hampel,,,,,
-0.014,lcv lhp,0.006,1.724,1.642,1.31,Fri Aug 25 19:03:53 2017,rpart,1,1,composite 1,ignore,none,asis,1.6512356605,random,1102,2,cv,5,6,1,5,0,,,,,,
-0.014,lcv lhp,0.006,-1,1.642,1.31,Fri Aug 25 19:03:55 2017,rpart1SE,1,1,composite 1,ignore,none,asis,1.6512356605,random,1103,2,cv,5,6,1,5,none,,,,,,
-0.014,lcv lhp,0.006,1.767,1.642,1.31,Fri Aug 25 19:03:57 2017,rpart2,1,1,composite 1,ignore,none,asis,1.6512356605,random,1104,2,cv,5,6,1,5,4,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:03:58 2017,rqlasso,1,1,composite 1,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:03:59 2017,rqnc,1,1,composite 1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.061,lcv lhp,0.092,1.399,1.5,1.213,Fri Aug 25 19:04:10 2017,RRF,1,1,composite 1,ignore,none,asis,1.6512356605,random,1107,11,cv,5,6,1,5,3,0.5012923975,0.3746198211,,,,
0.035,lcv lhp,0.08,1.449,1.519,1.247,Fri Aug 25 19:04:17 2017,RRFglobal,1,1,composite 1,ignore,none,asis,1.6512356605,random,1108,7,cv,5,6,1,5,3,0.9673227365,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:04:22 2017,rvmLinear,1,1,composite 1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:04:30 2017,rvmPoly,1,1,composite 1,ignore,none,asis,8,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:04:39 2017,rvmRadial,1,1,composite 1,ignore,none,asis,9,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:05:51 2017,SBC,1,1,composite 1,ignore,none,asis,71,,,,,,,,,,,,,,,
0.002,lcv lhp,0.062,1.332,1.55,1.289,Fri Aug 25 19:05:53 2017,simpls,1,1,composite 1,ignore,none,asis,1.6512356605,random,1113,2,cv,5,6,1,5,2,,,,,,
0.019,lcv lhp,0.066,1.338,1.543,1.267,Fri Aug 25 19:06:06 2017,spikeslab,1,1,composite 1,ignore,none,asis,1.6512356605,random,1114,13,cv,5,6,1,5,2,,,,,,
0.005,lcv lhp,0.064,1.358,1.545,1.285,Fri Aug 25 19:06:09 2017,spls,1,1,composite 1,ignore,none,asis,1.6512356605,random,1115,3,cv,5,6,1,5,2,0.4388438538,0.3669353512,,,,
0.006,lcv lhp,0.062,1.304,1.549,1.284,Fri Aug 25 19:06:12 2017,superpc,1,1,composite 1,ignore,none,asis,1.6512356605,random,1116,2,cv,5,6,1,5,0.7273714102,3,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:06:12 2017,svmBoundrangeString,1,1,composite 1,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:06:13 2017,svmExpoString,1,1,composite 1,ignore,none,asis,0,,,,,,,,,,,,,,,
NA,lcv lhp,NA,1.405,NA,NA,Fri Aug 25 19:06:17 2017,svmLinear,1,1,composite 1,ignore,none,asis,1.6512356605,random,1119,4,cv,5,6,1,5,10.9416783859,,,,,,
0.048,lcv lhp,0.087,1.341,1.508,1.23,Fri Aug 25 19:06:21 2017,svmLinear2,1,1,composite 1,ignore,none,asis,1.6512356605,random,1120,3,cv,5,6,1,5,0.4571269295,,,,,,
0.007,lcv lhp,0.065,1.381,1.544,1.283,Fri Aug 25 19:06:24 2017,svmLinear3,1,1,composite 1,ignore,none,asis,1.6512356605,random,1121,3,cv,5,6,1,5,67.6965219844,L1,,,,,
NA,lcv lhp,NA,1.443,NA,NA,Fri Aug 25 19:06:28 2017,svmPoly,1,1,composite 1,ignore,none,asis,1.6512356605,random,1122,3,cv,5,6,1,5,3,0.0541098365,0.6727355403,,,,
NA,lcv lhp,NA,1.672,NA,NA,Fri Aug 25 19:06:31 2017,svmRadial,1,1,composite 1,ignore,none,asis,1.6512356605,random,1123,3,cv,5,6,1,5,0.045566463,19.8691002301,,,,,
NA,lcv lhp,NA,1.694,NA,NA,Fri Aug 25 19:06:34 2017,svmRadialCost,1,1,composite 1,ignore,none,asis,1.6512356605,random,1124,3,cv,5,6,1,5,8.2158400776,,,,,,
NA,lcv lhp,NA,1.795,NA,NA,Fri Aug 25 19:06:39 2017,svmRadialSigma,1,1,composite 1,ignore,none,asis,1.6512356605,random,1125,4,cv,5,6,1,5,0.8781534247,0.0854208889,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:06:40 2017,svmSpectrumString,1,1,composite 1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.061,lcv lhp,0.107,-1,1.474,1.213,Fri Aug 25 19:06:45 2017,treebag,1,1,composite 1,ignore,none,asis,1.6512356605,random,1127,5,cv,5,6,1,5,none,,,,,,
0.043,lcv lhp,0.056,1.397,1.558,1.236,Fri Aug 25 19:06:47 2017,widekernelpls,1,1,composite 1,ignore,none,asis,1.6512356605,random,1128,2,cv,5,6,1,5,1,,,,,,
0.053,lcv lhp,0.043,1.851,1.579,1.224,Fri Aug 25 19:07:17 2017,WM,1,1,composite 1,ignore,none,asis,1.6512356605,random,1129,30,cv,5,6,1,5,5,GAUSSIAN,,,,,
0.022,lcv lhp,0.068,1.709,1.54,1.264,Fri Aug 25 19:07:28 2017,xgbLinear,1,1,composite 1,ignore,none,asis,1.6512356605,random,1130,10,cv,5,6,1,5,72,0.0028402168,0.0022565267,0.1372061202,,,
0.002,lcv lhp,0.078,1.567,1.523,1.29,Fri Aug 25 19:08:11 2017,xgbTree,1,1,composite 1,ignore,none,asis,1.6512356605,random,1131,42,cv,5,6,1,5,113,10,0.4102948144,8.7223495124,0.6976793135,0,0.4594898332
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:08:15 2017,xyf,1,1,composite 1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.194,lcv lhp,0.188,0.165,1.487,1.174,Fri Aug 25 19:13:08 2017,avNNet,1,1,composite 2,ignore,none,range01,1.8308679365,random,1133,15,cv,5,6,1,5,6,0.0011047641,FALSE,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:13:11 2017,bag,1,1,composite 2,ignore,none,range01,3,,,,,,,,,,,,,,,
0.12,lcv lhp,0.178,0.154,1.504,1.281,Fri Aug 25 19:14:02 2017,bagEarth,1,1,composite 2,ignore,none,range01,1.8308679365,random,1135,51,cv,5,6,1,5,5,1,,,,,
0.095,lcv lhp,0.156,-1,1.545,1.317,Fri Aug 25 19:14:16 2017,bagEarthGCV,1,1,composite 2,ignore,none,range01,1.8308679365,random,1136,13,cv,5,6,1,5,1,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:14:19 2017,bam,1,1,composite 2,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:14:21 2017,bartMachine,1,1,composite 2,ignore,none,range01,1,,,,,,,,,,,,,,,
0.234,lcv lhp,0.206,-1,1.454,1.115,Fri Aug 25 19:14:23 2017,bayesglm,1,1,composite 2,ignore,none,range01,1.8308679365,random,1139,2,cv,5,6,1,5,none,,,,,,
0.21,lcv lhp,0.2,0.164,1.465,1.15,Fri Aug 25 19:14:27 2017,blasso,1,1,composite 2,ignore,none,range01,1.8308679365,random,1140,3,cv,5,6,1,5,0.8153721152,,,,,,
0.216,lcv lhp,0.2,-1,1.465,1.142,Fri Aug 25 19:14:30 2017,blassoAveraged,1,1,composite 2,ignore,none,range01,1.8308679365,random,1141,4,cv,5,6,1,5,none,,,,,,
0.235,lcv lhp,0.204,-1,1.457,1.114,Fri Aug 25 19:14:34 2017,bridge,1,1,composite 2,ignore,none,range01,1.8308679365,random,1142,3,cv,5,6,1,5,none,,,,,,
0.065,lcv lhp,0.105,0.181,1.638,1.361,Fri Aug 25 19:15:30 2017,BstLm,1,1,composite 2,ignore,none,range01,1.8308679365,random,1143,55,cv,5,6,1,5,228,0.4312699709,,,,,
0.056,lcv lhp,0.12,0.175,1.611,1.375,Fri Aug 25 19:15:35 2017,cforest,1,1,composite 2,ignore,none,range01,1.8308679365,random,1144,5,cv,5,6,1,5,4,,,,,,
0.034,lcv lhp,0.082,0.176,1.68,1.406,Fri Aug 25 19:15:39 2017,ctree,1,1,composite 2,ignore,none,range01,1.8308679365,random,1145,3,cv,5,6,1,5,0.1553163305,,,,,,
-0.014,lcv lhp,0.073,0.193,1.697,1.476,Fri Aug 25 19:15:43 2017,ctree2,1,1,composite 2,ignore,none,range01,1.8308679365,random,1146,3,cv,5,6,1,5,7,0.8447021975,,,,,
0.156,lcv lhp,0.128,0.177,1.597,1.229,Fri Aug 25 19:15:57 2017,cubist,1,1,composite 2,ignore,none,range01,1.8308679365,random,1147,14,cv,5,6,1,5,50,7,,,,,
-0.11,lcv lhp,-0.042,0.223,1.907,1.616,Fri Aug 25 19:16:01 2017,dnn,1,1,composite 2,ignore,none,range01,1.8308679365,random,1148,4,cv,5,6,1,5,3,11,5,0.0196198899,0.0286380924,,
0.207,lcv lhp,0.224,0.164,1.421,1.154,Fri Aug 25 19:16:04 2017,earth,1,1,composite 2,ignore,none,range01,1.8308679365,random,1149,3,cv,5,6,1,5,5,2,,,,,
0.232,lcv lhp,0.205,0.165,1.455,1.119,Fri Aug 25 19:16:07 2017,elm,1,1,composite 2,ignore,none,range01,1.8308679365,random,1150,2,cv,5,6,1,5,5,purelin,,,,,
0.223,lcv lhp,0.202,0.165,1.462,1.132,Fri Aug 25 19:16:10 2017,enet,1,1,composite 2,ignore,none,range01,1.8308679365,random,1151,2,cv,5,6,1,5,0.8842466399,0.8796292625,,,,,
-0.02,lcv lhp,-0.025,0.19,1.876,1.484,Fri Aug 25 19:17:12 2017,evtree,1,1,composite 2,ignore,none,range01,1.8308679365,random,1152,62,cv,5,6,1,5,2.1788772158,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:17:14 2017,extraTrees,1,1,composite 2,ignore,none,range01,1,,,,,,,,,,,,,,,
0.228,lcv lhp,0.202,0.162,1.46,1.124,Fri Aug 25 19:17:16 2017,foba,1,1,composite 2,ignore,none,range01,1.8308679365,random,1154,2,cv,5,6,1,5,2,0.070629258,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:17:20 2017,gam,1,1,composite 2,ignore,none,range01,4,,,,,,,,,,,,,,,
0.177,lcv lhp,0.204,0.161,1.457,1.198,Fri Aug 25 19:17:55 2017,gamboost,1,1,composite 2,ignore,none,range01,1.8308679365,random,1156,35,cv,5,6,1,5,548,yes,,,,,
0.216,lcv lhp,0.206,0.166,1.453,1.142,Fri Aug 25 19:18:00 2017,gamSpline,1,1,composite 2,ignore,none,range01,1.8308679365,random,1157,5,cv,5,6,1,5,1.7784327164,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:18:04 2017,gaussprLinear,1,1,composite 2,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:18:10 2017,gaussprPoly,1,1,composite 2,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:18:16 2017,gaussprRadial,1,1,composite 2,ignore,none,range01,6,,,,,,,,,,,,,,,
-0.032,lcv lhp,-0.008,0.214,1.845,1.503,Fri Aug 25 19:18:20 2017,gbm,1,1,composite 2,ignore,none,range01,1.8308679365,random,1161,4,cv,5,6,1,5,1558,4,0.1848367509,11,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 25 19:18:44 2017,gbm_h2o,1,1,composite 2,ignore,none,range01,24,,,,,,,,,,,,,,,
