expirament,task,transTarg,transform,algomodel,hpGen,time,validmethod,tuneLength,cvcount,unmissed,keyMiss,foldCount,keeprunning,l1comb,sqrdcomb,mincomb
QSlink3,QSlinks115_60,1,centernscale,extraTrees,random,93.82,3,6.1,NA,45,QSlinks115_60centernscale1QSlink3,11,TRUE,0.30455,0.02632,0.05856249898597138
QSlink3,QSlinks14_55Int,2,expoTrans,rf,random,18.83,3,6.1,NA,71,QSlinks14_55IntexpoTrans2QSlink3,12,TRUE,0.30505,0.02491,0.05000466615920374
QSlink3,QSlinks14_55,2,asis,RRF,random,58.12,3,6.1,NA,45,QSlinks14_55asis2QSlink3,8,TRUE,0.30524,0.03295,0.04724293347056019
QSlink3,QSlinks14_55Int,2,PCA,regr.randomForest,random,43.47,cv,5,5,78,QSlinks14_55IntPCA2QSlink3,29,TRUE,0.30654,0.0288,0.038763652645752655
QSlink3,QSlinks14_55,2,range01,rf,random,26,3,6.1,NA,71,QSlinks14_55range012QSlink3,6,TRUE,0.30703,0.03056,0.03783502518249132
QSlink3,QSlinks115_60Int,2,range01,rf,random,20.1,3,6.1,NA,71,QSlinks115_60Intrange012QSlink3,10,TRUE,0.30713,0.02522,0.05620037925775723
QSlink3,QSlinks115_60Int,2,YeoJohnson,parRF,random,26.6,3,6.1,NA,71,QSlinks115_60IntYeoJohnson2QSlink3,10,TRUE,0.30779,0.02817,0.037902123508351704
QSlink3,QSlinks14_55,1,range01,regr.ranger,random,14.28,cv,5,5,78,QSlinks14_55range011QSlink3,9,TRUE,0.30818,0.02617,0.05647416630096869
QSlink3,QSlinks03_95,2,expoTrans,cforest,random,35.89,3,6.1,NA,71,QSlinks03_95expoTrans2QSlink3,9,TRUE,0.30837,0.02786,0.04025580758024616
QSlink3,QSlinks115_60,1,range01,extraTrees,random,82.62,3,6.1,NA,45,QSlinks115_60range011QSlink3,16,TRUE,0.30842,0.0272,0.039433592411800555
QSlink3,QSlinks14_55Int,1,range01,regr.ranger,random,16.03,cv,5,5,78,QSlinks14_55Intrange011QSlink3,11,TRUE,0.30997,0.02602,0.05629992795729705
QSlink3,QSlinks14_55,2,range01,Rborist,random,305,3,6.1,NA,60,QSlinks14_55range012QSlink3,6,TRUE,0.31006,0.025,0.05596388282273512
QSlink3,QSlinks14_55Int,1,centernscale,Rborist,random,207.38,3,6.2,NA,60,QSlinks14_55Intcenternscale1QSlink3,13,TRUE,0.31168,0.02775,0.05507045018415696
QSlink3,QSlinks03_95,2,range01,regr.randomForest,random,74.17,cv,5,5,78,QSlinks03_95range012QSlink3,24,TRUE,0.31302,0.02631,0.051399397597879704
QSlink3,QSlinks115_60Int,2,centernscale,regr.ranger,random,14.5,3,6.2,NA,78,QSlinks115_60Intcenternscale2QSlink3,10,TRUE,0.31375,0.0313,0.046933668234638404
QSlink3,QSlinks14_55Int,2,centernscale,regr.ranger,random,18,cv,5,5,78,QSlinks14_55Intcenternscale2QSlink3,9,TRUE,0.3142,0.02947,0.043608558380682505
QSlink3,QSlinks14_55Int,1,centernscale,cforest,random,23.75,3,6.2,NA,71,QSlinks14_55Intcenternscale1QSlink3,16,TRUE,0.31542,0.0317,0.0374765810885907
QSlink3,QSlinks115_60Int,1,range01,parRF,random,18.4,3,6.1,NA,71,QSlinks115_60Intrange011QSlink3,10,TRUE,0.31839,0.02672,0.05620037925775723
QSlink3,QSlinks14_55Int,2,all,Rborist,random,596.17,3,6.2,NA,60,QSlinks14_55Intall2QSlink3,6,TRUE,0.31867,0.02782,0.06569060317322462
QSlink3,QSlinks115_60Int,2,ICA,Rborist,random,210.56,3,6.1,NA,60,QSlinks115_60IntICA2QSlink3,9,TRUE,0.32245,0.02819,0.068121313845649345
QSlink3,QSlinks03_95,2,expoTrans,regr.ranger,random,26.65,cv,5,5,78,QSlinks03_95expoTrans2QSlink3,10,TRUE,0.32276,0.03031,0.04983905193148136
QSlink3,QSlinks14_55Int,2,range01,regr.ranger,random,15.26,cv,5,5,78,QSlinks14_55Intrange012QSlink3,9,TRUE,0.32427,0.02865,0.06219058043323605
QSlink3,QSlinks115_60,2,centernscale,RRFglobal,random,24,3,6.1,NA,45,QSlinks115_60centernscale2QSlink3,10,TRUE,0.32466,0.02918,0.07155677190133619
QSlink3,QSlinks115_60Int,2,ICA,regr.randomForest,random,35.1,3,6.2,NA,78,QSlinks115_60IntICA2QSlink3,10,TRUE,0.32538,0.02818,0.06677205680651571
QSlink3,QSlinks115_60,2,range01,regr.h2o.randomForest,random,8.57,nohyperparameters,1,5,34,QSlinks115_60range012QSlink3,7,TRUE,0.32938,0.03118,0.047724649422481724
QSlink3,QSlinks14_55,2,all,enet,random,11.9,3,6.1,NA,45,QSlinks14_55all2QSlink3,10,TRUE,0.32954,0.03183,0.03980178815438534
QSlink3,QSlinks115_60,2,PCA,regr.randomForest,random,43.38,cv,5,5,78,QSlinks115_60PCA2QSlink3,34,TRUE,0.32959,0.03105,0.053337302367422845
QSlink3,QSlinks115_60Int,2,asis,regr.randomForest,random,27,3,6.2,NA,78,QSlinks115_60Intasis2QSlink3,10,TRUE,0.33107,0.02854,0.06109828006918272
QSlink3,QSlinks14_55,2,asis,extraTrees,random,659.38,3,6.1,NA,45,QSlinks14_55asis2QSlink3,8,TRUE,0.3331,0.03191,0.05654376078479262
QSlink3,QSlinks115_60Int,1,range01,rf,random,22.6,3,6.1,NA,71,QSlinks115_60Intrange011QSlink3,10,TRUE,0.33313,0.02937,0.06514109700535015
QSlink3,QSlinks14_55,2,all,rf,random,110.83,3,6.1,NA,71,QSlinks14_55all2QSlink3,6,TRUE,0.33463,0.02871,0.04545065502619461
QSlink3,QSlinks14_55,2,all,glmboost,random,11.1,3,6.1,NA,71,QSlinks14_55all2QSlink3,10,TRUE,0.33622,0.04087,0.030093740005114555
QSlink3,QSlinks14_55,2,asis,Rborist,random,802.5,3,6.1,NA,60,QSlinks14_55asis2QSlink3,8,TRUE,0.33678,0.03268,0.0797084321133133
QSlink3,QSlinks14_55,2,all,regr.randomForest,random,107.08,cv,5,5,78,QSlinks14_55all2QSlink3,24,TRUE,0.3372,0.03171,0.055251435143643224
QSlink3,QSlinks14_55Int,2,quantile,regr.brnn,random,1.21,nohyperparameters,1,5,74,QSlinks14_55Intquantile2QSlink3,29,TRUE,0.33724,0.03287,0.051404547199145056
QSlink3,QSlinks115_60Int,2,asis,cubist,random,37.82,3,6.1,NA,39,QSlinks115_60Intasis2QSlink3,7,TRUE,0.33884,0.03108,0.040804532935080684
QSlink3,QSlinks04_90Int,2,quantile,cforest,random,38.33,3,4.4,NA,71,QSlinks04_90Intquantile2QSlink3,6,TRUE,0.33901,0.04071,0.024480906532591884
QSlink3,QSlinks14_55Int,2,quantile,extraTrees,random,73.57,3,6.2,NA,45,QSlinks14_55Intquantile2QSlink3,7,TRUE,0.33914,0.03149,0.05723938872483586
QSlink3,QSlinks14_55,1,centernscale,regr.ranger,random,15.07,cv,5,5,78,QSlinks14_55centernscale1QSlink3,9,TRUE,0.34157,0.03395,0.06147310321448207
QSlink3,QSlinks115_60Int,2,range01,regr.randomForest,random,25.9,3,6.2,NA,78,QSlinks115_60Intrange012QSlink3,10,TRUE,0.34267,0.03042,0.06053126407864107
QSlink3,QSlinks14_55Int,2,range01,treebag,random,3.3,3,6.2,NA,71,QSlinks14_55Intrange012QSlink3,10,TRUE,0.34506,0.03314,0.06631109566874488
QSlink3,QSlinks115_60Int,2,YeoJohnson,regr.randomForest,random,23.8,3,6.2,NA,78,QSlinks115_60IntYeoJohnson2QSlink3,10,TRUE,0.34741,0.03548,0.06061598607609009
QSlink3,QSlinks14_55Int,2,centernscale,RRFglobal,random,19.67,3,6.2,NA,45,QSlinks14_55Intcenternscale2QSlink3,6,TRUE,0.34805,0.03039,0.044236206216628104
QSlink3,QSlinks04_90Int,2,expoTrans,regr.randomForest,random,75.7,3,6.2,NA,78,QSlinks04_90IntexpoTrans2QSlink3,10,TRUE,0.34991,0.03451,0.052045213097536014
QSlink3,QSlinks14_55Int,2,centernscale,cubist,random,22.43,3,6.2,NA,39,QSlinks14_55Intcenternscale2QSlink3,7,TRUE,0.35083,0.04185,0.0499457395229993
QSlink3,QSlinks14_55Int,2,quantile,Rborist,random,177.89,3,6.2,NA,60,QSlinks14_55Intquantile2QSlink3,9,TRUE,0.35161,0.03729,0.06211773042254115
QSlink3,QSlinks115_60Int,2,YeoJohnson,rf,random,28,3,6.1,NA,71,QSlinks115_60IntYeoJohnson2QSlink3,10,TRUE,0.35176,0.03527,0.051018401814302894
QSlink3,QSlinks115_60Int,2,ICA,regr.ranger,random,22,3,6.2,NA,78,QSlinks115_60IntICA2QSlink3,10,TRUE,0.35185,0.03221,0.03897768536628926
QSlink3,QSlinks115_60Int,2,asis,cforest,random,31.23,3,6.1,NA,71,QSlinks115_60Intasis2QSlink3,12,TRUE,0.35214,0.03335,0.06508324355833217
QSlink3,QSlinks03_95,2,centernscale,rf,random,40.2,3,4.4,NA,71,QSlinks03_95centernscale2QSlink3,5,TRUE,0.35248,0.04187,0.037642053404084386
QSlink3,QSlinks115_60,1,range01,cforest,random,26.69,3,6.1,NA,71,QSlinks115_60range011QSlink3,21,TRUE,0.35265,0.03431,0.058159052775953346
QSlink3,QSlinks115_60Int,2,centernscale,regr.randomForest,random,24.2,3,6.2,NA,78,QSlinks115_60Intcenternscale2QSlink3,10,TRUE,0.35314,0.03465,0.05647528214955838
QSlink3,QSlinks14_55Int,2,range01,RRFglobal,random,18.8,3,6.2,NA,45,QSlinks14_55Intrange012QSlink3,5,TRUE,0.35372,0.03497,0.060090422368796914
QSlink3,QSlinks14_55,2,asis,RRFglobal,random,22.88,3,6.1,NA,45,QSlinks14_55asis2QSlink3,8,TRUE,0.35378,0.04468,0.05426480283067686
QSlink3,QSlinks115_60Int,1,range01,regr.randomForest,random,24.4,3,6.2,NA,78,QSlinks115_60Intrange011QSlink3,10,TRUE,0.35397,0.03512,0.06385047446237502
QSlink3,QSlinks115_60,2,ICA,regr.ranger,random,18.71,cv,5,5,78,QSlinks115_60ICA2QSlink3,14,TRUE,0.35422,0.03748,0.060710331425663566
QSlink3,QSlinks14_55Int,1,centernscale,regr.ranger,random,23.82,cv,5,5,78,QSlinks14_55Intcenternscale1QSlink3,9,TRUE,0.35456,0.0382,0.062404145217215434
QSlink3,QSlinks14_55,2,YeoJohnson,regr.ranger,random,14.96,cv,5,5,78,QSlinks14_55YeoJohnson2QSlink3,9,TRUE,0.35494,0.03385,0.07087592428443151
QSlink3,QSlinks115_60Int,2,centernscale,parRF,random,20.3,3,6.1,NA,71,QSlinks115_60Intcenternscale2QSlink3,10,TRUE,0.356,0.04142,0.04233630074451261
QSlink3,QSlinks115_60,2,YeoJohnson,rf,random,22.22,3,6.1,NA,71,QSlinks115_60YeoJohnson2QSlink3,9,TRUE,0.35612,0.03365,0.0692624764646888
QSlink3,QSlinks14_55Int,2,YeoJohnson,kknn,random,7.2,3,6.2,NA,71,QSlinks14_55IntYeoJohnson2QSlink3,10,TRUE,0.35678,0.03883,0.07245708045050286
QSlink3,QSlinks14_55,2,all,blassoAveraged,random,3436.83,3,6.1,NA,51,QSlinks14_55all2QSlink3,12,TRUE,0.35829,0.04586,0.03930466931346377
QSlink3,QSlinks14_55Int,2,all,RRF,random,276,3,6.2,NA,45,QSlinks14_55Intall2QSlink3,5,TRUE,0.35834,0.03381,0.06748034665074965
QSlink3,QSlinks115_60,2,quantile,RRF,random,55.44,3,6.1,NA,45,QSlinks115_60quantile2QSlink3,9,TRUE,0.359,0.03371,0.06494443812688089
QSlink3,QSlinks14_55Int,2,centernscale,ranger,random,13.5,3,6.2,NA,45,QSlinks14_55Intcenternscale2QSlink3,6,TRUE,0.35921,0.0337,0.057784739506479665
QSlink3,QSlinks14_55Int,2,all,ranger,random,27.67,3,6.2,NA,45,QSlinks14_55Intall2QSlink3,6,TRUE,0.36065,0.03508,0.07253719332576597
QSlink3,QSlinks04_90Int,2,all,cforest,random,99.86,3,4.4,NA,71,QSlinks04_90Intall2QSlink3,7,TRUE,0.36113,0.03507,0.07424892345496015
QSlink3,QSlinks14_55Int,2,range01,cforest,random,22.64,3,6.2,NA,71,QSlinks14_55Intrange012QSlink3,11,TRUE,0.36121,0.04149,0.05045396700715965
QSlink3,QSlinks14_55,2,all,glmnet,random,6.8,3,6.1,NA,71,QSlinks14_55all2QSlink3,10,TRUE,0.36156,0.04146,0.027309875946930517
QSlink3,QSlinks14_55Int,2,YeoJohnson,cforest,random,21.6,3,6.2,NA,71,QSlinks14_55IntYeoJohnson2QSlink3,10,TRUE,0.36186,0.03898,0.06493363413771391
QSlink3,QSlinks14_55Int,2,quantile,cforest,random,19.54,3,6.2,NA,71,QSlinks14_55Intquantile2QSlink3,13,TRUE,0.36265,0.03411,0.0654176572560069
QSlink3,QSlinks115_60,2,range01,RRFglobal,random,22,3,6.1,NA,45,QSlinks115_60range012QSlink3,10,TRUE,0.3634,0.03532,0.05267887499974877
QSlink3,QSlinks115_60Int,2,expoTrans,regr.ranger,random,13.73,cv,5,5,78,QSlinks115_60IntexpoTrans2QSlink3,11,TRUE,0.36407,0.03548,0.06857434451218081
QSlink3,QSlinks03_95,2,centernscale,parRF,random,44.33,3,4.4,NA,71,QSlinks03_95centernscale2QSlink3,6,TRUE,0.36472,0.04293,0.03433980408077558
QSlink3,QSlinks115_60,2,centernscale,extraTrees,random,98.91,3,6.1,NA,45,QSlinks115_60centernscale2QSlink3,11,TRUE,0.36497,0.0364,0.06057356434574929
QSlink3,QSlinks04_90Int,2,expoTrans,regr.ranger,random,33.6,3,6.2,NA,78,QSlinks04_90IntexpoTrans2QSlink3,10,TRUE,0.36565,0.03848,0.055856454448042214
QSlink3,QSlinks03_95,2,centernscale,regr.gbm,random,10.43,cv,5,5,78,QSlinks03_95centernscale2QSlink3,24,TRUE,0.36639,0.03988,0.028297870811930137
QSlink3,QSlinks115_60,2,expoTrans,RRFglobal,random,27.3,3,6.1,NA,45,QSlinks115_60expoTrans2QSlink3,10,TRUE,0.36648,0.04106,0.05908012194399043
QSlink3,QSlinks115_60,2,expoTrans,cforest,random,27.27,3,6.1,NA,71,QSlinks115_60expoTrans2QSlink3,15,TRUE,0.36672,0.03926,0.05504344914067938
QSlink3,QSlinks115_60Int,1,centernscale,parRF,random,19.61,3,6.1,NA,71,QSlinks115_60Intcenternscale1QSlink3,18,TRUE,0.36681,0.03909,0.04974907212088153
QSlink3,QSlinks14_55,1,range01,ranger,random,31.4,3,6.1,NA,45,QSlinks14_55range011QSlink3,5,TRUE,0.36686,0.03479,0.05978933820814758
QSlink3,QSlinks115_60,2,all,extraTrees,random,647.2,3,6.1,NA,45,QSlinks115_60all2QSlink3,10,TRUE,0.367,0.04192,0.03764180745409229
QSlink3,QSlinks14_55Int,2,asis,rf,random,14.6,3,4.4,NA,71,QSlinks14_55Intasis2QSlink3,5,TRUE,0.36774,0.04013,0.04953370344239216
QSlink3,QSlinks115_60,2,quantile,parRF,random,331.78,3,6.1,NA,71,QSlinks115_60quantile2QSlink3,9,TRUE,0.36861,0.03571,0.04700426181243761
QSlink3,QSlinks115_60Int,2,all,ranger,random,45.78,3,6.1,NA,45,QSlinks115_60Intall2QSlink3,9,TRUE,0.37104,0.03684,0.07039788477944836
QSlink3,QSlinks14_55,2,all,foba,random,5.8,3,6.1,NA,71,QSlinks14_55all2QSlink3,10,TRUE,0.37127,0.04098,0.04009364971685808
QSlink3,QSlinks03_95,2,ICA,regr.ksvm,random,4.58,cv,5,5,78,QSlinks03_95ICA2QSlink3,24,TRUE,0.37137,0.03961,0.061775521752113205
QSlink3,QSlinks14_55Int,2,asis,parRF,random,13.8,3,4.4,NA,71,QSlinks14_55Intasis2QSlink3,5,TRUE,0.37157,0.04564,0.039200446854378734
QSlink3,QSlinks115_60Int,2,asis,bartMachine,random,245.11,3,6.1,NA,38,QSlinks115_60Intasis2QSlink3,7,TRUE,0.37318,0.03682,0.063747163383848
QSlink3,QSlinks115_60,2,quantile,Rborist,random,214.89,3,6.1,NA,60,QSlinks115_60quantile2QSlink3,9,TRUE,0.37358,0.03729,0.0521348023727623
QSlink3,QSlinks115_60,2,ICA,cforest,random,34.25,3,6.1,NA,71,QSlinks115_60ICA2QSlink3,12,TRUE,0.37363,0.04568,0.03901959847556252
QSlink3,QSlinks14_55,2,range01,parRF,random,29.33,3,6.1,NA,71,QSlinks14_55range012QSlink3,6,TRUE,0.37418,0.04381,0.0390245263866717
QSlink3,QSlinks115_60,2,YeoJohnson,Rborist,random,199.56,3,6.1,NA,60,QSlinks115_60YeoJohnson2QSlink3,9,TRUE,0.37598,0.03628,0.05818905156233617
QSlink3,QSlinks14_55Int,2,all,extraTrees,random,563.86,3,6.2,NA,45,QSlinks14_55Intall2QSlink3,7,TRUE,0.37609,0.03776,0.058102824639181594
QSlink3,QSlinks115_60,2,range01,ranger,random,12.36,3,6.1,NA,45,QSlinks115_60range012QSlink3,11,TRUE,0.37623,0.03935,0.06289032294548119
QSlink3,QSlinks14_55,2,all,gaussprRadial,random,5.6,3,6.1,NA,64,QSlinks14_55all2QSlink3,10,TRUE,0.37631,0.05787,0.022116462912152524
QSlink3,QSlinks14_55Int,2,range01,SL.ranger,random,8.64,nohyperparameters,1,5,66,QSlinks14_55Intrange012QSlink3,5,TRUE,0.37658,0.03887,0.06866255354247791
QSlink3,QSlinks03_95,2,expoTrans,treebag,random,5.44,3,6.1,NA,71,QSlinks03_95expoTrans2QSlink3,9,TRUE,0.37678,0.04099,0.036550942632785466
QSlink3,QSlinks14_55Int,1,centernscale,kernelpls,random,1.67,3,6.2,NA,61,QSlinks14_55Intcenternscale1QSlink3,15,TRUE,0.37757,0.03898,0.07753083367436764
QSlink3,QSlinks115_60,2,quantile,rf,random,23.72,3,6.1,NA,71,QSlinks115_60quantile2QSlink3,9,TRUE,0.37812,0.03814,0.05733352339216996
QSlink3,QSlinks03_95,2,centernscale,pcr,random,1,3,4.4,NA,71,QSlinks03_95centernscale2QSlink3,6,TRUE,0.37892,0.03799,0.067670269982547
QSlink3,QSlinks115_60Int,1,centernscale,rf,random,19.89,3,6.1,NA,71,QSlinks115_60Intcenternscale1QSlink3,18,TRUE,0.3794,0.04106,0.059231301867405106
QSlink3,QSlinks115_60,2,all,cforest,random,71.14,3,6.1,NA,71,QSlinks115_60all2QSlink3,14,TRUE,0.38203,0.04222,0.05440985027387302
QSlink3,QSlinks115_60,2,YeoJohnson,parRF,random,23.94,3,6.1,NA,71,QSlinks115_60YeoJohnson2QSlink3,9,TRUE,0.38215,0.03754,0.058080417895697733
QSlink3,QSlinks14_55Int,1,centernscale,ranger,random,14.9,3,6.2,NA,45,QSlinks14_55Intcenternscale1QSlink3,10,TRUE,0.38245,0.04127,0.062222729588810144
QSlink3,QSlinks03_95,2,expoTrans,regr.gausspr,random,1.04,nohyperparameters,1,5,78,QSlinks03_95expoTrans2QSlink3,29,FALSE,0.38317,0.04314,0.058529222455763086
QSlink3,QSlinks115_60,2,ICA,extraTrees,random,115.5,3,6.1,NA,45,QSlinks115_60ICA2QSlink3,12,TRUE,0.3833,0.04458,0.04879670527272678
QSlink3,QSlinks14_55,2,all,parRF,random,165.5,3,6.1,NA,71,QSlinks14_55all2QSlink3,6,TRUE,0.38385,0.03773,0.04569674328447104
QSlink3,QSlinks115_60,2,all,regr.bst,random,1.28,nohyperparameters,1,5,78,QSlinks115_60all2QSlink3,35,FALSE,0.3842,0.04291,0.06999672567673887
QSlink3,QSlinks03_95,2,centernscale,regr.bst,random,1.11,nohyperparameters,1,5,78,QSlinks03_95centernscale2QSlink3,24,TRUE,0.38478,0.03825,0.05190514957083131
QSlink3,QSlinks14_55,2,asis,parRF,random,25,3,6.1,NA,71,QSlinks14_55asis2QSlink3,8,TRUE,0.3863,0.05428,0.05651915608552299
QSlink3,QSlinks115_60,2,range01,extraTrees,random,81.27,3,6.1,NA,45,QSlinks115_60range012QSlink3,11,TRUE,0.38643,0.04299,0.05524868881179573
QSlink3,QSlinks03_95,2,PCA,rf,random,58.6,3,4.4,NA,71,QSlinks03_95PCA2QSlink3,5,TRUE,0.38713,0.0439,0.05913625401997474
QSlink3,QSlinks14_55Int,1,centernscale,bartMachine,random,174.9,3,6.2,NA,38,QSlinks14_55Intcenternscale1QSlink3,10,TRUE,0.38734,0.03993,0.06154371666791231
QSlink3,QSlinks115_60Int,2,all,rf,random,144.57,3,6.1,NA,71,QSlinks115_60Intall2QSlink3,14,TRUE,0.38783,0.03974,0.06230487499800197
QSlink3,QSlinks14_55Int,1,centernscale,treebag,random,3.73,3,6.2,NA,71,QSlinks14_55Intcenternscale1QSlink3,15,TRUE,0.38831,0.04144,0.07277672542637409
QSlink3,QSlinks115_60,1,centernscale,cforest,random,26.27,3,6.1,NA,71,QSlinks115_60centernscale1QSlink3,15,TRUE,0.3884,0.0422,0.06313301256270648
QSlink3,QSlinks03_95,2,ICA,regr.rknn,random,1.67,cv,5,5,43,QSlinks03_95ICA2QSlink3,18,TRUE,0.38896,0.04741,0.029577223326974822
QSlink3,QSlinks14_55Int,2,PCA,rf,random,38.7,3,6.2,NA,71,QSlinks14_55IntPCA2QSlink3,10,TRUE,0.38913,0.04315,0.06404377088892071
QSlink3,QSlinks14_55,2,asis,cforest,random,30.78,3,6.1,NA,71,QSlinks14_55asis2QSlink3,9,TRUE,0.3897,0.04489,0.06882303059302719
QSlink3,QSlinks03_95,2,all,regr.glmnet,random,25.91,cv,5,5,78,QSlinks03_95all2QSlink3,25,TRUE,0.39034,0.04044,0.05165096295858268
QSlink3,QSlinks14_55,2,quantile,regr.ranger,random,16.04,cv,5,5,78,QSlinks14_55quantile2QSlink3,9,TRUE,0.39058,0.0412,0.07484013965054437
QSlink3,QSlinks14_55Int,2,all,treebag,random,8.2,3,6.2,NA,71,QSlinks14_55Intall2QSlink3,10,TRUE,0.391,0.04695,0.08800351295751452
QSlink3,QSlinks115_60,2,quantile,cforest,random,29.28,3,6.1,NA,71,QSlinks115_60quantile2QSlink3,9,TRUE,0.39144,0.04292,0.05336357707728723
QSlink3,QSlinks14_55,1,range01,Rborist,random,237.8,3,6.1,NA,60,QSlinks14_55range011QSlink3,5,TRUE,0.39422,0.04091,0.078446247893181
QSlink3,QSlinks03_95,2,expoTrans,RRFglobal,random,71.75,3,6.1,NA,45,QSlinks03_95expoTrans2QSlink3,4,TRUE,0.39428,0.04342,0.05941135807257614
QSlink3,QSlinks03_95,1,centernscale,regr.bst,random,1.28,nohyperparameters,1,5,78,QSlinks03_95centernscale1QSlink3,24,TRUE,0.39433,0.04041,0.05171907524542546
QSlink3,QSlinks03_95,2,all,regr.bst,random,1.74,nohyperparameters,1,5,78,QSlinks03_95all2QSlink3,25,TRUE,0.39464,0.04202,0.06148378888325734
QSlink3,QSlinks14_55Int,2,quantile,gaussprPoly,random,2.62,3,6.2,NA,61,QSlinks14_55Intquantile2QSlink3,13,FALSE,0.39569,0.04027,0.06455045201847565
QSlink3,QSlinks115_60,2,PCA,regr.rknn,random,2.4,cv,5,5,43,QSlinks115_60PCA2QSlink3,31,FALSE,0.39593,0.04005,0.0649847383645702
QSlink3,QSlinks115_60Int,2,all,cforest,random,85.44,3,6.1,NA,71,QSlinks115_60Intall2QSlink3,16,TRUE,0.39633,0.04336,0.06375683449762043
QSlink3,QSlinks03_95,2,PCA,regr.gausspr,random,1.12,nohyperparameters,1,5,78,QSlinks03_95PCA2QSlink3,25,FALSE,0.39909,0.04597,0.05819331034496311
QSlink3,QSlinks14_55,2,all,bridge,random,3346.09,3,6.1,NA,50,QSlinks14_55all2QSlink3,11,TRUE,0.39954,0.05541,0.04854395982436055
QSlink3,QSlinks14_55Int,2,PCA,treebag,random,4.2,3,6.2,NA,71,QSlinks14_55IntPCA2QSlink3,10,TRUE,0.39964,0.04293,0.08232815102500401
QSlink3,QSlinks04_90Int,2,ICA,regr.ranger,random,44,3,6.2,NA,78,QSlinks04_90IntICA2QSlink3,10,TRUE,0.39987,0.04155,0.06590876057964329
QSlink3,QSlinks14_55,2,range01,RRFglobal,random,22.4,3,6.1,NA,45,QSlinks14_55range012QSlink3,5,TRUE,0.40095,0.04392,0.05739399010980689
QSlink3,QSlinks14_55,2,range01,RRF,random,61.2,3,6.1,NA,45,QSlinks14_55range012QSlink3,5,TRUE,0.40205,0.05299,0.05280655833584624
QSlink3,QSlinks115_60Int,2,quantile,rf,random,23.4,3,6.1,NA,71,QSlinks115_60Intquantile2QSlink3,10,TRUE,0.40223,0.04872,0.05508588052965563
QSlink3,QSlinks03_95,2,YeoJohnson,regr.gbm,random,12.08,cv,5,5,78,QSlinks03_95YeoJohnson2QSlink3,24,TRUE,0.40231,0.04748,0.04129271161368103
QSlink3,QSlinks03_95,2,ICA,regr.gausspr,random,1.04,nohyperparameters,1,5,78,QSlinks03_95ICA2QSlink3,24,FALSE,0.40246,0.04824,0.05491073794845647
QSlink3,QSlinks115_60,1,centernscale,regr.h2o.randomForest,random,8.2,3,6.2,NA,34,QSlinks115_60centernscale1QSlink3,5,TRUE,0.40253,0.04156,0.053846789866742906
QSlink3,QSlinks14_55Int,1,centernscale,kknn,random,8.13,3,6.2,NA,71,QSlinks14_55Intcenternscale1QSlink3,15,TRUE,0.40309,0.04627,0.07329686131935925
QSlink3,QSlinks115_60,1,range01,cubist,random,25.41,3,6.1,NA,39,QSlinks115_60range011QSlink3,17,TRUE,0.40328,0.04738,0.06015825632135097
QSlink3,QSlinks115_60,2,PCA,cforest,random,41.8,3,6.1,NA,71,QSlinks115_60PCA2QSlink3,11,TRUE,0.40343,0.05083,0.04442657813212997
