usr_scor,sDnchar,sDUnqWords,sDCountWords,rank,isPDF,sCntQstr,sCntEngine,sRareSite,sRareQstr,sRareEngine,s.score,sRank,sRankMean,lp.score,sCntSubQstr,sStrongSubQstr,searchCount,sSearchBrevity,sRareSiteBySearch,sSimpleBySearch,sLinProBySearch,rankMin,sRareQstrMin,sRareEngineMin,sRankMin,searchCountMin,sSearchBrevityMin,sRareSiteBySearchMin,sSimpleBySearchMin,sLinProBySearchMin
8,409789,4,17,17,0,1,1,13,249,2722,1,0.00854700854700855,17,1,0,0,150,0.005,4.52666666666667,1.14,1.04666666666667,17,249,2722,0.00854700854700855,150,0.005,4.52666666666667,1.14,1.04666666666667
3,8417,1,3,20,0,1,1,82,249,2722,1,0.00833333333333333,20,1,0,0,150,0.005,4.52666666666667,1.14,1.04666666666667,20,249,2722,0.00833333333333333,150,0.005,4.52666666666667,1.14,1.04666666666667
8,30271,8,9,26,0,2,2,6,249,2722,2,0.00980392156862745,14,2,2,1,150,0.0181818181818182,4.52666666666667,1.2,1.2,2,5,638,0.00793650793650794,5,0.005,3,1.14,1.04666666666667
2,5963,0,0,117,0,1,1,1,249,2722,1,0.00460829493087558,117,1,0,0,150,0.005,4.52666666666667,1.14,1.04666666666667,117,249,2722,0.00460829493087558,150,0.005,4.52666666666667,1.14,1.04666666666667
2,37590,0,0,135,0,1,1,1,249,2722,1,0.00425531914893617,135,1,0,0,150,0.005,4.52666666666667,1.14,1.04666666666667,135,249,2722,0.00425531914893617,150,0.005,4.52666666666667,1.14,1.04666666666667
2,0,0,0,143,0,2,1,2,249,2722,2,0.00413223140495868,142.5,2,2,1,159,0.005,4.52666666666667,1.14,1.04666666666667,142,159,2722,0.00411522633744856,150,0.00478468899521531,2.79874213836478,1.09433962264151,1.0062893081761
7,25436,1,25,30,0,1,1,13,70,2722,1,0.00769230769230769,30,1,0,0,70,0.00833333333333333,14.5428571428571,1.72857142857143,1.02857142857143,30,70,2722,0.00769230769230769,70,0.00833333333333333,14.5428571428571,1.72857142857143,1.02857142857143
3,20909,1,36,4,0,1,1,82,100,2722,1,0.00961538461538462,4,1,0,0,95,0.00689655172413793,5.90526315789474,1.03157894736842,1,4,100,2722,0.00961538461538462,95,0.00689655172413793,5.90526315789474,1.03157894736842,1
2,0,0,0,22,0,1,1,1,100,2722,1,0.00819672131147541,22,1,0,0,95,0.00689655172413793,5.90526315789474,1.03157894736842,1,22,100,2722,0.00819672131147541,95,0.00689655172413793,5.90526315789474,1.03157894736842,1
3,0,0,0,23,0,1,1,1,100,2722,1,0.00813008130081301,23,1,0,0,95,0.00689655172413793,5.90526315789474,1.03157894736842,1,23,100,2722,0.00813008130081301,95,0.00689655172413793,5.90526315789474,1.03157894736842,1
3,54950,1,128,39,0,1,1,1,100,2722,1,0.00719424460431655,39,1,0,0,95,0.00689655172413793,5.90526315789474,1.03157894736842,1,39,100,2722,0.00719424460431655,95,0.00689655172413793,5.90526315789474,1.03157894736842,1
2,28859,1,25,43,0,1,1,1,100,2722,1,0.00699300699300699,43,1,0,0,95,0.00689655172413793,5.90526315789474,1.03157894736842,1,43,100,2722,0.00699300699300699,95,0.00689655172413793,5.90526315789474,1.03157894736842,1
2,3003,1,12,56,0,1,1,1,100,2722,1,0.00641025641025641,56,1,0,0,95,0.00689655172413793,5.90526315789474,1.03157894736842,1,56,100,2722,0.00641025641025641,95,0.00689655172413793,5.90526315789474,1.03157894736842,1
3,7110,1,11,59,0,1,1,2,100,2722,1,0.00628930817610063,59,1,0,0,95,0.00689655172413793,5.90526315789474,1.03157894736842,1,59,100,2722,0.00628930817610063,95,0.00689655172413793,5.90526315789474,1.03157894736842,1
7,413035,2,13,70,0,1,1,13,100,2722,1,0.00588235294117647,70,1,0,0,95,0.00689655172413793,5.90526315789474,1.03157894736842,1,70,100,2722,0.00588235294117647,95,0.00689655172413793,5.90526315789474,1.03157894736842,1
3,9571,1,5,35,0,1,1,1,125,2722,1,0.00740740740740741,35,1,0,0,111,0.0062111801242236,6.23423423423423,1.24324324324324,1,35,125,2722,0.00740740740740741,111,0.0062111801242236,6.23423423423423,1.24324324324324,1
3,17460,1,4,37,0,1,1,82,125,2722,1,0.0072992700729927,37,1,0,0,111,0.0062111801242236,6.23423423423423,1.24324324324324,1,37,125,2722,0.0072992700729927,111,0.0062111801242236,6.23423423423423,1.24324324324324,1
3,56922,3,24,73,0,1,1,13,125,2722,1,0.00578034682080925,73,1,0,0,111,0.0062111801242236,6.23423423423423,1.24324324324324,1,73,125,2722,0.00578034682080925,111,0.0062111801242236,6.23423423423423,1.24324324324324,1
7,10365,2,18,2,0,1,1,82,88,2722,1,0.00980392156862745,2,1,0,0,80,0.00769230769230769,6.475,1.1375,1.0625,2,88,2722,0.00980392156862745,80,0.00769230769230769,6.475,1.1375,1.0625
3,12156,1,17,3,0,1,1,82,88,2722,1,0.00970873786407767,3,1,0,0,80,0.00769230769230769,6.475,1.1375,1.0625,3,88,2722,0.00970873786407767,80,0.00769230769230769,6.475,1.1375,1.0625
7,15878,2,21,5,0,1,2,19,88,2722,2,0.0099009900990099,3,1,2,1,80,0.0172413793103448,6.475,1.875,1.25,1,88,638,0.00952380952380952,8,0.00769230769230769,6.375,1.1375,1.0625
3,14436,1,3,8,0,1,1,8,88,2722,1,0.00925925925925926,8,1,0,0,80,0.00769230769230769,6.475,1.1375,1.0625,8,88,2722,0.00925925925925926,80,0.00769230769230769,6.475,1.1375,1.0625
7,9790,2,12,17,0,1,1,9,88,2722,1,0.00854700854700855,17,1,0,0,80,0.00769230769230769,6.475,1.1375,1.0625,17,88,2722,0.00854700854700855,80,0.00769230769230769,6.475,1.1375,1.0625
7,23807,2,7,25,0,1,1,14,88,2722,1,0.008,25,1,0,0,80,0.00769230769230769,6.475,1.1375,1.0625,25,88,2722,0.008,80,0.00769230769230769,6.475,1.1375,1.0625
3,5384,2,18,37,0,1,1,2,88,2722,1,0.0072992700729927,37,1,0,0,80,0.00769230769230769,6.475,1.1375,1.0625,37,88,2722,0.0072992700729927,80,0.00769230769230769,6.475,1.1375,1.0625
7,20762,2,3,38,0,1,1,2,88,2722,1,0.0072463768115942,38,1,0,0,80,0.00769230769230769,6.475,1.1375,1.0625,38,88,2722,0.0072463768115942,80,0.00769230769230769,6.475,1.1375,1.0625
2,3123,1,5,59,0,1,1,1,88,2722,1,0.00628930817610063,59,1,0,0,80,0.00769230769230769,6.475,1.1375,1.0625,59,88,2722,0.00628930817610063,80,0.00769230769230769,6.475,1.1375,1.0625
3,407535,1,5,64,0,1,1,13,88,2722,1,0.00609756097560976,64,1,0,0,80,0.00769230769230769,6.475,1.1375,1.0625,64,88,2722,0.00609756097560976,80,0.00769230769230769,6.475,1.1375,1.0625
7,10104,2,4,18,0,1,1,82,86,2722,1,0.00847457627118644,18,1,0,0,86,0.00735294117647059,11.1279069767442,1.66279069767442,1,18,86,2722,0.00847457627118644,86,0.00735294117647059,11.1279069767442,1.66279069767442,1
7,59558,2,37,19,0,1,1,44,86,2722,1,0.00840336134453781,19,1,0,0,86,0.00735294117647059,11.1279069767442,1.66279069767442,1,19,86,2722,0.00840336134453781,86,0.00735294117647059,11.1279069767442,1.66279069767442,1
7,40190,2,5,43,0,2,1,2,141,2722,2,0.00763358778625954,37,1,2,2,141,0.00735294117647059,11.1279069767442,1.66279069767442,1,31,86,2722,0.00699300699300699,86,0.00523560209424084,6.90070921985816,1.31205673758865,1
7,81574,3,59,86,0,2,1,13,141,2722,2,0.00699300699300699,64.5,1,2,2,141,0.00735294117647059,11.1279069767442,1.66279069767442,1,43,86,2722,0.00537634408602151,86,0.00523560209424084,6.90070921985816,1.31205673758865,1
2,0,0,0,49,0,1,1,1,86,2722,1,0.00671140939597315,49,1,0,0,86,0.00735294117647059,11.1279069767442,1.66279069767442,1,49,86,2722,0.00671140939597315,86,0.00735294117647059,11.1279069767442,1.66279069767442,1
3,159335,2,16,77,0,2,1,19,141,2722,2,0.00862068965517241,46.5,1,2,2,141,0.00735294117647059,11.1279069767442,1.66279069767442,1,16,86,2722,0.00564971751412429,86,0.00523560209424084,6.90070921985816,1.31205673758865,1
7,58001,2,37,17,0,1,1,44,141,2722,1,0.00854700854700855,17,1,0,0,141,0.00523560209424084,6.90070921985816,1.31205673758865,1,17,141,2722,0.00854700854700855,141,0.00523560209424084,6.90070921985816,1.31205673758865,1
2,6400,0,0,41,0,1,1,82,141,2722,1,0.00709219858156028,41,1,0,0,141,0.00523560209424084,6.90070921985816,1.31205673758865,1,41,141,2722,0.00709219858156028,141,0.00523560209424084,6.90070921985816,1.31205673758865,1
3,14888,2,4,11,0,1,1,82,85,2722,1,0.00900900900900901,11,1,0,0,83,0.0075187969924812,8.81927710843373,1.57831325301205,1,11,85,2722,0.00900900900900901,83,0.0075187969924812,8.81927710843373,1.57831325301205,1
3,14457,2,38,16,0,2,1,2,99,2722,2,0.00892857142857143,14,1,2,2,99,0.0075187969924812,8.81927710843373,1.57831325301205,1,12,85,2722,0.00862068965517241,83,0.00671140939597315,6.71717171717172,1.4949494949495,1
2,54177,2,7,33,0,2,1,2,99,2722,2,0.00763358778625954,32,1,2,2,99,0.0075187969924812,8.81927710843373,1.57831325301205,1,31,85,2722,0.0075187969924812,83,0.00671140939597315,6.71717171717172,1.4949494949495,1
3,70119,2,42,34,0,2,1,14,99,2722,2,0.00862068965517241,25,1,2,2,99,0.0075187969924812,8.81927710843373,1.57831325301205,1,16,85,2722,0.00746268656716418,83,0.00671140939597315,6.71717171717172,1.4949494949495,1
3,24050,2,17,36,0,2,1,8,99,2722,2,0.00869565217391304,25.5,1,2,2,99,0.0075187969924812,8.81927710843373,1.57831325301205,1,15,85,2722,0.00735294117647059,83,0.00671140939597315,6.71717171717172,1.4949494949495,1
7,89304,2,23,37,0,1,1,4,85,2722,1,0.0072992700729927,37,1,0,0,83,0.0075187969924812,8.81927710843373,1.57831325301205,1,37,85,2722,0.0072992700729927,83,0.0075187969924812,8.81927710843373,1.57831325301205,1
7,0,0,0,56,1,1,1,1,85,2722,1,0.00641025641025641,56,1,0,0,83,0.0075187969924812,8.81927710843373,1.57831325301205,1,56,85,2722,0.00641025641025641,83,0.0075187969924812,8.81927710843373,1.57831325301205,1
3,0,0,0,59,1,1,1,1,85,2722,1,0.00628930817610063,59,1,0,0,83,0.0075187969924812,8.81927710843373,1.57831325301205,1,59,85,2722,0.00628930817610063,83,0.0075187969924812,8.81927710843373,1.57831325301205,1
3,20896,1,11,27,0,4,2,9,99,2722,4,0.0099009900990099,13.75,1,4,4,99,0.0192307692307692,9,3,1.09090909090909,1,2,638,0.0078740157480315,2,0.00671140939597315,6.24242424242424,1.4949494949495,1
3,6219,1,9,61,0,1,1,1,99,2722,1,0.0062111801242236,61,1,0,0,99,0.00671140939597315,6.71717171717172,1.4949494949495,1,61,99,2722,0.0062111801242236,99,0.00671140939597315,6.71717171717172,1.4949494949495,1
1,0,0,0,117,0,3,1,3,118,2722,3,0.00512820512820513,104,1,4,4,118,0.00671140939597315,11.2254901960784,1.54901960784314,1.00847457627119,95,99,2722,0.00460829493087558,99,0.00595238095238095,6.71717171717172,1.47457627118644,0.990196078431373
3,16612,4,18,11,0,2,1,82,118,2722,2,0.00925925925925926,9.5,1,2,2,118,0.00657894736842105,11.2254901960784,1.54901960784314,1.00847457627119,8,102,2722,0.00900900900900901,102,0.00595238095238095,10.9067796610169,1.47457627118644,0.990196078431373
3,32727,3,52,22,0,2,1,4,118,2722,2,0.00869565217391304,18.5,1,2,2,118,0.00657894736842105,11.2254901960784,1.54901960784314,1.00847457627119,15,102,2722,0.00819672131147541,102,0.00595238095238095,10.9067796610169,1.47457627118644,0.990196078431373
3,22399,2,38,42,0,2,1,2,118,2722,2,0.00763358778625954,36.5,1,2,2,118,0.00657894736842105,11.2254901960784,1.54901960784314,1.00847457627119,31,102,2722,0.00704225352112676,102,0.00595238095238095,10.9067796610169,1.47457627118644,0.990196078431373
7,82969,3,47,47,0,2,1,4,118,2722,2,0.0075187969924812,40,1,2,2,118,0.00657894736842105,11.2254901960784,1.54901960784314,1.00847457627119,33,102,2722,0.00680272108843537,102,0.00595238095238095,10.9067796610169,1.47457627118644,0.990196078431373
2,0,0,0,34,0,1,1,1,118,2722,1,0.00746268656716418,34,1,0,0,118,0.00595238095238095,10.9067796610169,1.47457627118644,1.00847457627119,34,118,2722,0.00746268656716418,118,0.00595238095238095,10.9067796610169,1.47457627118644,1.00847457627119
3,33065,3,8,69,0,1,1,14,118,2722,1,0.00591715976331361,69,1,0,0,118,0.00595238095238095,10.9067796610169,1.47457627118644,1.00847457627119,69,118,2722,0.00591715976331361,118,0.00595238095238095,10.9067796610169,1.47457627118644,1.00847457627119
3,14167,3,5,71,0,1,1,1,118,2722,1,0.00584795321637427,71,1,0,0,118,0.00595238095238095,10.9067796610169,1.47457627118644,1.00847457627119,71,118,2722,0.00584795321637427,118,0.00595238095238095,10.9067796610169,1.47457627118644,1.00847457627119
7,42093,3,40,92,0,2,1,2,118,2722,2,0.00526315789473684,91,1,2,2,118,0.00657894736842105,11.2254901960784,1.54901960784314,1.00847457627119,90,102,2722,0.00520833333333333,102,0.00595238095238095,10.9067796610169,1.47457627118644,0.990196078431373
3,9729,4,46,95,0,1,1,9,118,2722,1,0.00512820512820513,95,1,0,0,118,0.00595238095238095,10.9067796610169,1.47457627118644,1.00847457627119,95,118,2722,0.00512820512820513,118,0.00595238095238095,10.9067796610169,1.47457627118644,1.00847457627119
7,23958,2,9,27,0,1,1,14,102,2722,1,0.0078740157480315,27,1,0,0,102,0.00657894736842105,11.2254901960784,1.54901960784314,0.990196078431373,27,102,2722,0.0078740157480315,102,0.00657894736842105,11.2254901960784,1.54901960784314,0.990196078431373
3,54958,2,29,58,0,1,1,13,102,2722,1,0.00632911392405063,58,1,0,0,102,0.00657894736842105,11.2254901960784,1.54901960784314,0.990196078431373,58,102,2722,0.00632911392405063,102,0.00657894736842105,11.2254901960784,1.54901960784314,0.990196078431373
3,2352,2,18,75,0,1,1,1,102,2722,1,0.00571428571428571,75,1,0,0,102,0.00657894736842105,11.2254901960784,1.54901960784314,0.990196078431373,75,102,2722,0.00571428571428571,102,0.00657894736842105,11.2254901960784,1.54901960784314,0.990196078431373
2,16951,3,16,12,0,1,1,82,28,2722,1,0.00892857142857143,12,1,0,0,28,0.0128205128205128,7.35714285714286,1.10714285714286,1,12,28,2722,0.00892857142857143,28,0.0128205128205128,7.35714285714286,1.10714285714286,1
3,7088,3,7,17,0,2,1,9,28,2722,2,0.00952380952380952,11,1,2,1,28,0.0136986301369863,7.35714285714286,1.10714285714286,1,5,23,2722,0.00854700854700855,23,0.0128205128205128,3.47826086956522,1.08695652173913,1
2,78305,0,0,22,0,1,1,1,28,2722,1,0.00819672131147541,22,1,0,0,28,0.0128205128205128,7.35714285714286,1.10714285714286,1,22,28,2722,0.00819672131147541,28,0.0128205128205128,7.35714285714286,1.10714285714286,1
3,43825,3,18,1,0,1,1,1,23,2722,1,0.0099009900990099,1,1,0,0,23,0.0136986301369863,3.47826086956522,1.08695652173913,1,1,23,2722,0.0099009900990099,23,0.0136986301369863,3.47826086956522,1.08695652173913,1
3,6736,2,10,4,0,1,1,9,23,2722,1,0.00961538461538462,4,1,0,0,23,0.0136986301369863,3.47826086956522,1.08695652173913,1,4,23,2722,0.00961538461538462,23,0.0136986301369863,3.47826086956522,1.08695652173913,1
3,128609,3,5,7,0,1,1,1,23,2722,1,0.00934579439252336,7,1,0,0,23,0.0136986301369863,3.47826086956522,1.08695652173913,1,7,23,2722,0.00934579439252336,23,0.0136986301369863,3.47826086956522,1.08695652173913,1
1,7683,2,7,9,0,1,1,2,23,2722,1,0.00917431192660551,9,1,0,0,23,0.0136986301369863,3.47826086956522,1.08695652173913,1,9,23,2722,0.00917431192660551,23,0.0136986301369863,3.47826086956522,1.08695652173913,1
3,0,0,0,1,0,2,1,8,159,2722,2,0.0099009900990099,1,1,2,1,159,0.00675675675675676,4.48979591836735,1.14285714285714,1.0062893081761,1,98,2722,0.0099009900990099,98,0.00478468899521531,2.79874213836478,1.09433962264151,1
3,15895,2,26,3,0,2,1,82,159,2722,2,0.00980392156862745,2.5,1,2,1,159,0.00675675675675676,4.48979591836735,1.14285714285714,1.0062893081761,2,98,2722,0.00970873786407767,98,0.00478468899521531,2.79874213836478,1.09433962264151,1
3,61236,2,21,13,0,2,1,13,159,2722,2,0.00952380952380952,9,1,2,1,159,0.00675675675675676,4.48979591836735,1.14285714285714,1.0062893081761,5,98,2722,0.00884955752212389,98,0.00478468899521531,2.79874213836478,1.09433962264151,1
7,411464,1,25,7,0,2,1,13,159,2722,2,0.00943396226415094,6.5,1,2,1,159,0.00675675675675676,4.48979591836735,1.14285714285714,1.0062893081761,6,98,2722,0.00934579439252336,98,0.00478468899521531,2.79874213836478,1.09433962264151,1
2,1802,1,1,18,0,2,1,2,159,2722,2,0.00869565217391304,16.5,1,2,1,159,0.00675675675675676,4.48979591836735,1.14285714285714,1.0062893081761,15,98,2722,0.00847457627118644,98,0.00478468899521531,2.79874213836478,1.09433962264151,1
2,1892,0,0,46,0,1,1,1,159,2722,1,0.00684931506849315,46,1,0,0,159,0.00478468899521531,2.79874213836478,1.09433962264151,1.0062893081761,46,159,2722,0.00684931506849315,159,0.00478468899521531,2.79874213836478,1.09433962264151,1.0062893081761
2,0,0,0,128,0,1,1,1,159,2722,1,0.0043859649122807,128,1,0,0,159,0.00478468899521531,2.79874213836478,1.09433962264151,1.0062893081761,128,159,2722,0.0043859649122807,159,0.00478468899521531,2.79874213836478,1.09433962264151,1.0062893081761
3,9871,1,2,17,0,1,1,1,98,2722,1,0.00854700854700855,17,1,0,0,98,0.00675675675675676,4.48979591836735,1.14285714285714,1,17,98,2722,0.00854700854700855,98,0.00675675675675676,4.48979591836735,1.14285714285714,1
2,5733,2,5,53,0,1,1,2,98,2722,1,0.0065359477124183,53,1,0,0,98,0.00675675675675676,4.48979591836735,1.14285714285714,1,53,98,2722,0.0065359477124183,98,0.00675675675675676,4.48979591836735,1.14285714285714,1
7,15226,2,7,6,0,2,1,82,86,2722,2,0.01,3,1,1,0,86,0.0121951219512195,20.46875,1.09375,1,0,32,2722,0.00943396226415094,32,0.00735294117647059,6.93023255813953,1.03488372093023,1
2,4479,2,6,1,0,1,1,82,32,2722,1,0.0099009900990099,1,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,1,32,2722,0.0099009900990099,32,0.0121951219512195,20.46875,1.09375,1
2,4955,2,6,2,0,1,1,82,32,2722,1,0.00980392156862745,2,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,2,32,2722,0.00980392156862745,32,0.0121951219512195,20.46875,1.09375,1
2,4941,2,6,3,0,1,1,82,32,2722,1,0.00970873786407767,3,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,3,32,2722,0.00970873786407767,32,0.0121951219512195,20.46875,1.09375,1
2,4959,2,6,4,0,1,1,82,32,2722,1,0.00961538461538462,4,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,4,32,2722,0.00961538461538462,32,0.0121951219512195,20.46875,1.09375,1
7,8202,2,8,5,0,1,1,82,32,2722,1,0.00952380952380952,5,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,5,32,2722,0.00952380952380952,32,0.0121951219512195,20.46875,1.09375,1
2,6190,2,6,6,0,1,1,82,32,2722,1,0.00943396226415094,6,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,6,32,2722,0.00943396226415094,32,0.0121951219512195,20.46875,1.09375,1
7,29476,2,11,8,0,1,1,12,32,2722,1,0.00925925925925926,8,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,8,32,2722,0.00925925925925926,32,0.0121951219512195,20.46875,1.09375,1
3,49195,2,29,26,0,2,1,22,86,2722,2,0.00917431192660551,17.5,1,1,0,86,0.0121951219512195,20.46875,1.09375,1,9,32,2722,0.00793650793650794,32,0.00735294117647059,6.93023255813953,1.03488372093023,1
1,0,0,0,16,0,1,1,3,32,2722,1,0.00862068965517241,16,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,16,32,2722,0.00862068965517241,32,0.0121951219512195,20.46875,1.09375,1
1,145081,0,0,17,0,1,1,1,32,2722,1,0.00854700854700855,17,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,17,32,2722,0.00854700854700855,32,0.0121951219512195,20.46875,1.09375,1
7,0,0,0,20,0,1,1,1,32,2722,1,0.00833333333333333,20,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,20,32,2722,0.00833333333333333,32,0.0121951219512195,20.46875,1.09375,1
7,33825,2,2,21,0,1,1,2,32,2722,1,0.00826446280991736,21,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,21,32,2722,0.00826446280991736,32,0.0121951219512195,20.46875,1.09375,1
2,33833,2,2,24,0,1,1,1,32,2722,1,0.00806451612903226,24,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,24,32,2722,0.00806451612903226,32,0.0121951219512195,20.46875,1.09375,1
1,12368,3,4,29,0,1,1,4,32,2722,1,0.00775193798449612,29,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,29,32,2722,0.00775193798449612,32,0.0121951219512195,20.46875,1.09375,1
1,25205,3,10,30,0,1,1,1,32,2722,1,0.00769230769230769,30,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,30,32,2722,0.00769230769230769,32,0.0121951219512195,20.46875,1.09375,1
2,587234,0,0,31,0,1,1,1,32,2722,1,0.00763358778625954,31,1,0,0,32,0.0121951219512195,20.46875,1.09375,1,31,32,2722,0.00763358778625954,32,0.0121951219512195,20.46875,1.09375,1
3,29713,1,2,0,0,1,1,12,86,2722,1,0.01,0,1,0,0,86,0.00735294117647059,6.93023255813953,1.03488372093023,1,0,86,2722,0.01,86,0.00735294117647059,6.93023255813953,1.03488372093023,1
7,45826,1,2,1,0,1,1,12,86,2722,1,0.0099009900990099,1,1,0,0,86,0.00735294117647059,6.93023255813953,1.03488372093023,1,1,86,2722,0.0099009900990099,86,0.00735294117647059,6.93023255813953,1.03488372093023,1
3,8477,1,5,2,0,1,1,12,86,2722,1,0.00980392156862745,2,1,0,0,86,0.00735294117647059,6.93023255813953,1.03488372093023,1,2,86,2722,0.00980392156862745,86,0.00735294117647059,6.93023255813953,1.03488372093023,1
3,8864,1,2,4,0,1,1,12,86,2722,1,0.00961538461538462,4,1,0,0,86,0.00735294117647059,6.93023255813953,1.03488372093023,1,4,86,2722,0.00961538461538462,86,0.00735294117647059,6.93023255813953,1.03488372093023,1
7,8723,2,8,5,0,1,1,82,86,2722,1,0.00952380952380952,5,1,0,0,86,0.00735294117647059,6.93023255813953,1.03488372093023,1,5,86,2722,0.00952380952380952,86,0.00735294117647059,6.93023255813953,1.03488372093023,1
3,12178,2,12,7,0,1,1,82,86,2722,1,0.00934579439252336,7,1,0,0,86,0.00735294117647059,6.93023255813953,1.03488372093023,1,7,86,2722,0.00934579439252336,86,0.00735294117647059,6.93023255813953,1.03488372093023,1
2,327726,2,2,70,0,1,1,1,86,2722,1,0.00588235294117647,70,1,0,0,86,0.00735294117647059,6.93023255813953,1.03488372093023,1,70,86,2722,0.00588235294117647,86,0.00735294117647059,6.93023255813953,1.03488372093023,1
7,13319,2,11,0,0,2,1,82,64,2722,2,0.01,0,1,2,1,64,0.0163934426229508,28.1818181818182,1.09090909090909,1,0,11,2722,0.01,11,0.0087719298245614,6.828125,1.015625,1
7,10763,2,11,1,0,1,1,82,11,2722,1,0.0099009900990099,1,1,0,0,11,0.0163934426229508,28.1818181818182,1.09090909090909,1,1,11,2722,0.0099009900990099,11,0.0163934426229508,28.1818181818182,1.09090909090909,1
1,5855,2,8,2,0,1,1,82,11,2722,1,0.00980392156862745,2,1,0,0,11,0.0163934426229508,28.1818181818182,1.09090909090909,1,2,11,2722,0.00980392156862745,11,0.0163934426229508,28.1818181818182,1.09090909090909,1
7,58244,2,20,3,0,1,1,13,11,2722,1,0.00970873786407767,3,1,0,0,11,0.0163934426229508,28.1818181818182,1.09090909090909,1,3,11,2722,0.00970873786407767,11,0.0163934426229508,28.1818181818182,1.09090909090909,1
7,407100,2,6,4,0,1,1,13,11,2722,1,0.00961538461538462,4,1,0,0,11,0.0163934426229508,28.1818181818182,1.09090909090909,1,4,11,2722,0.00961538461538462,11,0.0163934426229508,28.1818181818182,1.09090909090909,1
8,416837,2,6,5,0,1,1,13,11,2722,1,0.00952380952380952,5,1,0,0,11,0.0163934426229508,28.1818181818182,1.09090909090909,1,5,11,2722,0.00952380952380952,11,0.0163934426229508,28.1818181818182,1.09090909090909,1
7,406138,2,6,6,0,1,1,13,11,2722,1,0.00943396226415094,6,1,0,0,11,0.0163934426229508,28.1818181818182,1.09090909090909,1,6,11,2722,0.00943396226415094,11,0.0163934426229508,28.1818181818182,1.09090909090909,1
1,32370,2,2,9,0,1,1,4,11,2722,1,0.00917431192660551,9,1,0,0,11,0.0163934426229508,28.1818181818182,1.09090909090909,1,9,11,2722,0.00917431192660551,11,0.0163934426229508,28.1818181818182,1.09090909090909,1
1,14176,3,6,10,0,1,1,4,11,2722,1,0.00909090909090909,10,1,0,0,11,0.0163934426229508,28.1818181818182,1.09090909090909,1,10,11,2722,0.00909090909090909,11,0.0163934426229508,28.1818181818182,1.09090909090909,1
7,10117,1,3,1,0,1,1,82,64,2722,1,0.0099009900990099,1,1,0,0,64,0.0087719298245614,6.828125,1.015625,1,1,64,2722,0.0099009900990099,64,0.0087719298245614,6.828125,1.015625,1
7,8931,2,11,7,0,1,1,82,64,2722,1,0.00934579439252336,7,1,0,0,64,0.0087719298245614,6.828125,1.015625,1,7,64,2722,0.00934579439252336,64,0.0087719298245614,6.828125,1.015625,1
3,69732,2,20,14,0,1,1,13,64,2722,1,0.0087719298245614,14,1,0,0,64,0.0087719298245614,6.828125,1.015625,1,14,64,2722,0.0087719298245614,64,0.0087719298245614,6.828125,1.015625,1
3,416547,1,15,41,0,1,1,13,64,2722,1,0.00709219858156028,41,1,0,0,64,0.0087719298245614,6.828125,1.015625,1,41,64,2722,0.00709219858156028,64,0.0087719298245614,6.828125,1.015625,1
2,0,0,0,45,0,1,1,1,64,2722,1,0.00689655172413793,45,1,0,0,64,0.0087719298245614,6.828125,1.015625,1,45,64,2722,0.00689655172413793,64,0.0087719298245614,6.828125,1.015625,1
2,11921,2,6,0,0,1,1,82,32,2722,1,0.01,0,1,0,0,32,0.0121951219512195,20.65625,1,1,0,32,2722,0.01,32,0.0121951219512195,20.65625,1,1
2,6732,2,5,1,0,1,1,82,32,2722,1,0.0099009900990099,1,1,0,0,32,0.0121951219512195,20.65625,1,1,1,32,2722,0.0099009900990099,32,0.0121951219512195,20.65625,1,1
7,6407,2,6,2,0,1,1,82,32,2722,1,0.00980392156862745,2,1,0,0,32,0.0121951219512195,20.65625,1,1,2,32,2722,0.00980392156862745,32,0.0121951219512195,20.65625,1,1
2,7544,2,11,3,0,1,1,82,32,2722,1,0.00970873786407767,3,1,0,0,32,0.0121951219512195,20.65625,1,1,3,32,2722,0.00970873786407767,32,0.0121951219512195,20.65625,1,1
7,9090,2,14,4,0,1,1,9,32,2722,1,0.00961538461538462,4,1,0,0,32,0.0121951219512195,20.65625,1,1,4,32,2722,0.00961538461538462,32,0.0121951219512195,20.65625,1,1
3,4149,2,2,5,0,1,1,3,32,2722,1,0.00952380952380952,5,1,0,0,32,0.0121951219512195,20.65625,1,1,5,32,2722,0.00952380952380952,32,0.0121951219512195,20.65625,1,1
1,0,0,0,6,0,1,1,3,32,2722,1,0.00943396226415094,6,1,0,0,32,0.0121951219512195,20.65625,1,1,6,32,2722,0.00943396226415094,32,0.0121951219512195,20.65625,1,1
