0.425,nzv,0.386,0.693,NA,NA,Sat Aug 12 13:11:58 2017,lasso,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3158,2,cv,5,6,1,5,0.6927697354,,,,,,
0.354,nzv,0.335,3,NA,NA,Sat Aug 12 13:12:00 2017,leapBackward,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3159,3,cv,5,6,1,5,3,,,,,,
0.354,nzv,0.335,3,NA,NA,Sat Aug 12 13:12:04 2017,leapForward,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3160,3,cv,5,6,1,5,3,,,,,,
0.438,nzv,0.358,8,NA,NA,Sat Aug 12 13:12:07 2017,leapSeq,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3161,2,cv,5,6,1,5,8,,,,,,
0.424,nzv,0.356,-1,NA,NA,Sat Aug 12 13:12:10 2017,lm,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3162,3,cv,5,6,1,5,TRUE,,,,,,
0.441,nzv,0.427,-1,NA,NA,Sat Aug 12 13:12:14 2017,lmStepAIC,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3163,4,cv,5,6,1,5,none,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:12:19 2017,logicBag,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:12:24 2017,logreg,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:12:25 2017,M5,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:12:26 2017,M5Rules,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.355,nzv,0.335,3.481,NA,NA,Sat Aug 12 13:12:36 2017,msaenet,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3168,10,cv,5,6,1,5,0.9245723593,9,3.4809108775,,,,
0.209,nzv,0.168,0.005,1.205,0.926,Sat Aug 12 13:12:42 2017,nnet,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3169,6,cv,5,6,1,5,10,0.0047436782,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:12:46 2017,nnls,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:12:47 2017,ordinalNet,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.433,nzv,0.299,8,1.015,0.664,Sat Aug 12 13:12:57 2017,parRF,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3172,10,cv,5,6,1,5,8,,,,,,
0.209,nzv,0.169,0.02,1.203,0.925,Sat Aug 12 13:13:04 2017,pcaNNet,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3173,7,cv,5,6,1,5,12,0.0195839592,,,,,
0.418,nzv,0.389,8,NA,NA,Sat Aug 12 13:13:07 2017,pcr,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3174,2,cv,5,6,1,5,8,,,,,,
Fail,nzv,Fail,Fail,Fail,PackageFail,Sat Aug 12 13:13:33 2017,pls,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,28,,,,,,,,,,,,,,,
0.429,nzv,0.356,0.008,NA,NA,Sat Aug 12 13:13:45 2017,plsRglm,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3176,12,cv,5,6,1,5,7,0.0076488326,,,,,
0.35,nzv,0.319,1,0.986,0.761,Sat Aug 12 13:13:48 2017,ppr,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3177,3,cv,5,6,1,5,1,,,,,,
Fail,nzv,Fail,Fail,Fail,PackageFail,Sat Aug 12 13:14:04 2017,pythonKnnReg,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,19,,,,,,,,,,,,,,,
-0.328,nzv,-0.266,9,1.833,1.555,Sat Aug 12 13:14:24 2017,qrf,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3179,20,cv,5,6,1,5,9,,,,,,
0.352,nzv,0.064,3,NA,NA,Sat Aug 12 13:25:15 2017,qrnn,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3180,651,cv,5,6,1,5,3,0,FALSE,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:25:16 2017,randomGLM,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.437,nzv,0.311,7,0.999,0.659,Sat Aug 12 13:25:22 2017,ranger,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3182,5,cv,5,6,1,5,7,,,,,,
0.433,nzv,0.321,7,0.984,0.663,Sat Aug 12 13:27:10 2017,Rborist,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3183,108,cv,5,6,1,5,7,,,,,,
0.387,nzv,0.357,7.184,NA,NA,Sat Aug 12 13:27:13 2017,relaxo,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3184,3,cv,5,6,1,5,7.1840954546,0.5453970747,,,,,
0.434,nzv,0.301,7,1.013,0.663,Sat Aug 12 13:27:21 2017,rf,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3185,7,cv,5,6,1,5,7,,,,,,
0.425,nzv,0.356,0.008,NA,NA,Sat Aug 12 13:27:24 2017,ridge,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3186,3,cv,5,6,1,5,0.0080902795,,,,,,
0.629,nzv,0.337,NA,0.96,0.435,Sat Aug 12 13:27:28 2017,rlm,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3187,4,cv,5,6,1,5,FALSE,psi.huber,,,,,
0.257,nzv,0.096,0,1.309,0.869,Sat Aug 12 13:27:31 2017,rpart,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3188,3,cv,5,6,1,5,0,,,,,,
0.257,nzv,0.096,-1,1.309,0.869,Sat Aug 12 13:27:34 2017,rpart1SE,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3189,3,cv,5,6,1,5,none,,,,,,
0.257,nzv,0.096,3,1.309,0.869,Sat Aug 12 13:27:37 2017,rpart2,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3190,3,cv,5,6,1,5,3,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:27:38 2017,rqlasso,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:27:39 2017,rqnc,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.435,nzv,0.308,0.735,1.002,0.662,Sat Aug 12 13:27:57 2017,RRF,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3193,17,cv,5,6,1,5,5,0.6839535197,0.7346433077,,,,
0.425,nzv,0.306,0.766,1.006,0.673,Sat Aug 12 13:28:08 2017,RRFglobal,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3194,10,cv,5,6,1,5,7,0.7657550052,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:28:13 2017,rvmLinear,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:28:28 2017,rvmPoly,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,15,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:28:39 2017,rvmRadial,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,11,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:30:07 2017,SBC,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,88,,,,,,,,,,,,,,,
0.424,nzv,0.356,5,NA,NA,Sat Aug 12 13:30:10 2017,simpls,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3199,2,cv,5,6,1,5,5,,,,,,
0.437,nzv,0.371,9,NA,NA,Sat Aug 12 13:31:09 2017,spikeslab,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3200,58,cv,5,6,1,5,9,,,,,,
0.424,nzv,0.356,7,NA,NA,Sat Aug 12 13:31:13 2017,spls,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3201,4,cv,5,6,1,5,7,0.1458890159,0.0405119082,,,,
-0.044,nzv,-0.012,3,1.466,1.223,Sat Aug 12 13:31:16 2017,superpc,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3202,3,cv,5,6,1,5,0.3857917257,3,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:31:17 2017,svmBoundrangeString,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:31:18 2017,svmExpoString,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
NA,nzv,NA,94.339,NA,NA,Sat Aug 12 13:32:06 2017,svmLinear,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3205,48,cv,5,6,1,5,94.3388080058,,,,,,
0.592,nzv,0.346,574.184,0.947,0.478,Sat Aug 12 13:32:51 2017,svmLinear2,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3206,44,cv,5,6,1,5,574.1837486892,,,,,,
0.416,nzv,0.359,NA,NA,NA,Sat Aug 12 13:32:57 2017,svmLinear3,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3207,5,cv,5,6,1,5,11.9258334663,L1,,,,,
NA,nzv,NA,24.45,NA,NA,Sat Aug 12 13:36:34 2017,svmPoly,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3208,217,cv,5,6,1,5,3,0.0019585557,24.4503544323,,,,
NA,nzv,NA,68.907,NA,NA,Sat Aug 12 13:36:38 2017,svmRadial,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3209,3,cv,5,6,1,5,0.1390395223,68.906784062,,,,,
NA,nzv,NA,349.05,NA,NA,Sat Aug 12 13:36:42 2017,svmRadialCost,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3210,4,cv,5,6,1,5,349.0499323651,,,,,,
NA,nzv,NA,70.94,NA,NA,Sat Aug 12 13:36:46 2017,svmRadialSigma,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3211,4,cv,5,6,1,5,0.0665775653,70.9396320435,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:36:47 2017,svmSpectrumString,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,0,,,,,,,,,,,,,,,
0.377,nzv,0.264,-1,1.067,0.73,Sat Aug 12 13:36:54 2017,treebag,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3213,7,cv,5,6,1,5,none,,,,,,
0.425,nzv,0.357,4,NA,NA,Sat Aug 12 13:36:57 2017,widekernelpls,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3214,4,cv,5,6,1,5,4,,,,,,
-0.016,nzv,-0.018,NA,1.475,1.189,Sat Aug 12 13:38:03 2017,WM,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3215,65,cv,5,6,1,5,4,TRAPEZOID,,,,,
0.37,nzv,0.252,1.125,1.084,0.738,Sat Aug 12 13:38:15 2017,xgbLinear,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3216,11,cv,5,6,1,5,45,0.0003013578,0.0711790238,1.1245772664,,,
0.34,nzv,0.213,145,1.14,0.773,Sat Aug 12 13:39:13 2017,xgbTree,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,1.4486575467,random,3217,58,cv,5,6,1,5,145,7,0.3408649794,6.5656045522,0.492609323,7,0.8508368547
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:39:18 2017,xyf,1,1,switches between C2+C3 & C4+C5 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
0.351,nzv,0.431,NA,0.427,0.36,Sat Aug 12 13:40:55 2017,avNNet,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3219,18,cv,5,6,1,5,14,0.0010325621,FALSE,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:40:59 2017,bag,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
0.21,nzv,0.22,3,0.585,0.439,Sat Aug 12 13:42:13 2017,bagEarth,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3221,74,cv,5,6,1,5,3,2,,,,,
-0.142,nzv,-0.101,-1,0.827,0.634,Sat Aug 12 13:42:33 2017,bagEarthGCV,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3222,19,cv,5,6,1,5,1,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:42:38 2017,bam,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:42:40 2017,bartMachine,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
0.024,nzv,0.075,-1,0.694,0.542,Sat Aug 12 13:42:43 2017,bayesglm,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3225,3,cv,5,6,1,5,none,,,,,,
0.029,nzv,0.022,0.38,0.735,0.539,Sat Aug 12 13:42:52 2017,blasso,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3226,9,cv,5,6,1,5,0.3804801363,,,,,,
0.029,nzv,0.022,-1,0.734,0.539,Sat Aug 12 13:43:02 2017,blassoAveraged,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3227,9,cv,5,6,1,5,none,,,,,,
0.031,nzv,0.044,-1,0.718,0.538,Sat Aug 12 13:43:10 2017,bridge,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3228,8,cv,5,6,1,5,none,,,,,,
-0.017,nzv,0.059,181,0.707,0.565,Sat Aug 12 13:44:37 2017,BstLm,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3229,86,cv,5,6,1,5,181,0.3798368498,,,,,
0.128,nzv,0.163,9,0.629,0.484,Sat Aug 12 13:44:49 2017,cforest,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3230,11,cv,5,6,1,5,9,,,,,,
0.046,nzv,0.111,0.343,0.667,0.53,Sat Aug 12 13:44:54 2017,ctree,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3231,5,cv,5,6,1,5,0.3427523463,,,,,,
0.046,nzv,0.111,0.287,0.667,0.53,Sat Aug 12 13:44:59 2017,ctree2,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3232,4,cv,5,6,1,5,5,0.286981523,,,,,
0.059,nzv,0.073,7,0.696,0.523,Sat Aug 12 13:45:21 2017,cubist,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3233,22,cv,5,6,1,5,2,7,,,,,
-1.074,nzv,-0.912,13,NA,NA,Sat Aug 12 13:45:45 2017,DENFIS,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3234,24,cv,5,6,1,5,0.8879397151,13,,,,,
-0.313,nzv,-0.116,0.063,0.838,0.73,Sat Aug 12 13:45:50 2017,dnn,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3235,4,cv,5,6,1,5,9,14,7,0.0585279432,0.0633129606,,
0.117,nzv,0.234,10,NA,NA,Sat Aug 12 13:45:54 2017,earth,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3236,4,cv,5,6,1,5,10,2,,,,,
0.128,nzv,0.11,NA,0.668,0.484,Sat Aug 12 13:45:57 2017,elm,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3237,3,cv,5,6,1,5,10,tansig,,,,,
0.033,nzv,0.07,0.279,0.698,0.537,Sat Aug 12 13:46:00 2017,enet,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3238,3,cv,5,6,1,5,0.2794520615,0.0773595349,,,,,
-0.023,nzv,0.01,1.404,0.743,0.568,Sat Aug 12 13:47:24 2017,evtree,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3239,84,cv,5,6,1,5,1.4036179921,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:47:25 2017,extraTrees,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:47:31 2017,foba,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:47:35 2017,gam,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
-0.124,nzv,-0.131,NA,0.849,0.625,Sat Aug 12 13:49:15 2017,gamboost,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3243,100,cv,5,6,1,5,980,yes,,,,,
0.022,nzv,0.072,0.676,0.697,0.543,Sat Aug 12 13:49:26 2017,gamSpline,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3244,10,cv,5,6,1,5,0.6756979064,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:49:31 2017,gaussprLinear,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:49:39 2017,gaussprPoly,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,7,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:49:47 2017,gaussprRadial,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,8,,,,,,,,,,,,,,,
-0.382,nzv,-0.262,502,0.948,0.768,Sat Aug 12 13:49:55 2017,gbm,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3248,8,cv,5,6,1,5,502,7,0.5069033296,5,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:50:22 2017,gbm_h2o,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,26,,,,,,,,,,,,,,,
-0.527,nzv,-0.902,-1,NA,NA,Sat Aug 12 13:50:24 2017,gcvEarth,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3250,2,cv,5,6,1,5,1,,,,,,
0.022,nzv,0.072,-1,0.697,0.543,Sat Aug 12 13:50:27 2017,glm,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3251,2,cv,5,6,1,5,none,,,,,,
0.005,nzv,0.061,NA,0.705,0.553,Sat Aug 12 13:50:30 2017,glm.nb,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3252,3,cv,5,6,1,5,identity,,,,,,
0.026,nzv,0.068,NA,0.7,0.541,Sat Aug 12 13:50:42 2017,glmboost,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3253,11,cv,5,6,1,5,599,yes,,,,,
0.03,nzv,0.069,0.03,0.699,0.539,Sat Aug 12 13:50:45 2017,glmnet,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3254,3,cv,5,6,1,5,0.6338060524,0.0302488524,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:51:11 2017,glmnet_h2o,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,25,,,,,,,,,,,,,,,
-0.004,nzv,0.038,-1,0.722,0.558,Sat Aug 12 13:51:15 2017,glmStepAIC,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3256,4,cv,5,6,1,5,none,,,,,,
0.045,nzv,0.027,1,0.731,0.531,Sat Aug 12 13:51:23 2017,icr,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3257,8,cv,5,6,1,5,1,,,,,,
0.024,nzv,0.035,1,0.724,0.542,Sat Aug 12 13:51:26 2017,kernelpls,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3258,2,cv,5,6,1,5,1,,,,,,
0.124,nzv,0.035,NA,0.724,0.486,Sat Aug 12 13:51:30 2017,kknn,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3259,4,cv,5,6,1,5,15,1.9477452901,triangular,,,,
0.126,nzv,0.105,11,0.672,0.485,Sat Aug 12 13:51:32 2017,knn,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3260,2,cv,5,6,1,5,11,,,,,,
0.021,nzv,0.001,3,0.75,0.544,Sat Aug 12 13:51:36 2017,krlsPoly,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3261,3,cv,5,6,1,5,5.13593826914002e-05,3,,,,,
0.169,nzv,0.22,964.7,0.585,0.462,Sat Aug 12 13:51:42 2017,krlsRadial,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3262,5,cv,5,6,1,5,7.35404252912265e-05,964.6999158553,,,,,
0.032,nzv,0.072,0.313,0.697,0.538,Sat Aug 12 13:51:45 2017,lars,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3263,3,cv,5,6,1,5,0.3130381156,,,,,,
0.025,nzv,0.076,9,0.694,0.541,Sat Aug 12 13:51:48 2017,lars2,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3264,3,cv,5,6,1,5,9,,,,,,
0.034,nzv,0.069,0.233,0.699,0.537,Sat Aug 12 13:51:51 2017,lasso,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3265,2,cv,5,6,1,5,0.233345527,,,,,,
0.001,nzv,0.083,2,0.689,0.555,Sat Aug 12 13:51:53 2017,leapBackward,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3266,2,cv,5,6,1,5,2,,,,,,
0.001,nzv,0.083,2,0.689,0.555,Sat Aug 12 13:51:56 2017,leapForward,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3267,3,cv,5,6,1,5,2,,,,,,
0.001,nzv,0.083,2,0.689,0.555,Sat Aug 12 13:51:59 2017,leapSeq,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3268,2,cv,5,6,1,5,2,,,,,,
0.022,nzv,0.072,-1,0.697,0.543,Sat Aug 12 13:52:02 2017,lm,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3269,2,cv,5,6,1,5,TRUE,,,,,,
-0.004,nzv,0.038,-1,0.722,0.558,Sat Aug 12 13:52:07 2017,lmStepAIC,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3270,4,cv,5,6,1,5,none,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:52:11 2017,logicBag,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:52:15 2017,logreg,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:52:16 2017,M5,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:52:17 2017,M5Rules,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:52:24 2017,msaenet,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,6,,,,,,,,,,,,,,,
0.358,nzv,0.404,0.005,0.448,0.357,Sat Aug 12 13:52:30 2017,nnet,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3276,6,cv,5,6,1,5,14,0.0053392586,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:52:33 2017,nnls,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,nzv,Fail,Fail,Fail,Fail,Sat Aug 12 13:52:34 2017,ordinalNet,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0,,,,,,,,,,,,,,,
0.121,nzv,0.158,7,0.632,0.488,Sat Aug 12 13:52:42 2017,parRF,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3279,8,cv,5,6,1,5,7,,,,,,
0.238,nzv,0.263,0.013,0.554,0.423,Sat Aug 12 13:52:47 2017,pcaNNet,1,1,smoothed switches between -C2-C3 & C2+C3 based on C1,ignore,none,range01,0.750953431,random,3280,5,cv,5,6,1,5,11,0.0131251358,,,,,
