,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avNNet, Wed Feb 14 15:27:00 2018, 0.109, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
bagEarth, Wed Feb 14 15:54:15 2018, 0.656, OpenML 2dplanes, c(100, 66.6, 57.5, 40.5, 32.7, 0, 0, 0, 0, 0)
bagEarthGCV, Wed Feb 14 15:55:48 2018, 0.468, OpenML 2dplanes, c(100, 59.3, 51.2, 42.7, 37.7, 17.6, 12.9, 0, 0, 0)
bam, Wed Feb 14 15:56:41 2018, 0.468, OpenML 2dplanes, c(NaN, NaN, NaN, 0, NaN, NaN, 0, 0, 0, 0)
bayesglm, Wed Feb 14 15:56:47 2018, 0.468, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
blasso, Wed Feb 14 15:59:31 2018, 0.468, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
blassoAveraged, Wed Feb 14 16:02:19 2018, 0.468, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
bridge, Wed Feb 14 16:05:03 2018, 0.468, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
BstLm, Wed Feb 14 16:08:22 2018, 0.467, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
cforest, Thu Feb 15 01:29:04 2018, 0.779, OpenML 2dplanes, c(100, 22.4, 10.1, 2.5, 22, 9.8, 2.5, 0, 0, 0)
ctree, Thu Feb 15 01:29:47 2018, 0.779, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
ctree2, Thu Feb 15 01:30:14 2018, 0.779, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
cubist, Thu Feb 15 02:09:02 2018, 0.779, OpenML 2dplanes, c(100, 50, 50, 50, 50, 50, 50, 0, 0, 0)
dnn, Thu Feb 15 02:11:11 2018, 0.635, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
earth, Thu Feb 15 02:12:06 2018, 0.584, OpenML 2dplanes, c(100, 66.6, 54.2, 39.1, 29.5, 0, 0, 0, 0, 0)
elm, Thu Feb 15 02:12:14 2018, 0.468, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
enet, Thu Feb 15 02:12:28 2018, 0.468, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
foba, Thu Feb 15 14:06:42 2018, 0.468, OpenML 2dplanes, c(100, 17.6, 7.9, 2.2, 16.8, 7.3, 2, 0, 0, 0)
gam, Thu Feb 15 14:06:53 2018, 0.468, OpenML 2dplanes, c(NaN, NaN, NaN, 0, NaN, NaN, 0, 0, 0, 0)
gamSpline, Thu Feb 15 14:07:38 2018, 0.468, OpenML 2dplanes, Failed
gcvEarth, Fri Feb 16 15:35:22 2018, 0.47, OpenML 2dplanes, c(100, 59.4, 51.4, 42.9, 38, 16.2, 12.6, 0, 0, 0)
glm, Fri Feb 16 15:35:24 2018, 0.47, OpenML 2dplanes, c(100, 42.3, 28.4, 14.1, 40.8, 28.1, 14.1, 0, 0, 0.9)
glmboost, Fri Feb 16 17:44:23 2018, 0.467, OpenML 2dplanes, c(100, 49.8, 32, 14.3, 47.7, 31.8, 14, 0, 0, 0)
glmnet, Fri Feb 16 17:44:36 2018, 0.47, OpenML 2dplanes, c(100, 52.1, 34.7, 17.3, 49.9, 34.3, 17.3, 0, 0, 1.1)
glmStepAIC, Fri Feb 16 17:49:40 2018, 0.47, OpenML 2dplanes, c(100, 17.6, 7.3, 2.5, 17.3, 7.8, 1.9, 0, 0, 0)
icr, Fri Feb 16 17:49:55 2018, 0.47, OpenML 2dplanes, c(100, 17.6, 7.3, 2.5, 17.3, 7.8, 1.9, 0, 0, 0)
kernelpls, Fri Feb 16 17:49:57 2018, 0.47, OpenML 2dplanes, c(100, 33.7, 21.7, 12, 33.7, 22.3, 10.6, 0, 0.4, 0.5)
avNNet, Sat Feb 17 13:32:56 2018, 0.302, basic sum C1 + C2, c(0, 100)
26.4, 57.9, 57.8, 24.8, 17.7, 32.7, 41.5, 27.8, 18, 41.1, 46.2, 43.6, 8.2, 8.7, 14.3, 19.5, 100, 99.7, 99.7, 86.4, 85.5, 85.7, 96.5, 0.3, 0.3, 10.3, 4, 2, 0.9, 9.9)
cforest, Thu Mar 22 16:40:14 2018, 0.651, kaggle housing, Failed
ctree, Thu Mar 22 16:40:32 2018, 0.55, kaggle housing, c(0.2, 0, 9.9, 12.2, 25.9, 22.4, 96.8, 96.8, 6.5, 9.3, 0, 0, 2.3, 0.8, 0.2, 1.7, 5.4, 0.9, 2.9, 12.5, 0.3, 4.4, 1.5, 2.6, 1.4, 1.4, 1.9, 0, 2.6, 0.8, 6.8, 63.2, 0.8, 38.5, 29.9, 3.4, 4.1, 0.7, 3.2, 0, 11.7, 2.9, 0.2, 3, 0.1, 11.7, 2.8, 6.7, 15.8, 9.6, 19.8, 26, 35, 0.2, 1.9, 5.8, 11.7, 28.3, 24.8, 15.9, 31.4, 5.5, 7.5, 11.3, 5.5, 13.3, 6.2, 7.6, 23.9, 5.7, 7.8, 7.4, 23.1, 5.7, 8.9, 43.5, 21.6, 1.7, 11.5, 12.8, 12.8, 5.6, 9.5, 37.1, 21.4, 51.7, 7.4, 0, 35.7, 9.9, 6.3, 17.1, 15.9, 28.4, 28.8, 2.1, 
26.4, 57.9, 57.8, 24.8, 17.7, 32.7, 41.5, 27.8, 18, 41.1, 46.2, 43.6, 8.2, 8.7, 14.3, 19.5, 100, 99.7, 99.7, 86.4, 85.5, 85.7, 96.5, 0.3, 0.3, 10.3, 4, 2, 0.9, 9.9)
ctree2, Thu Mar 22 16:40:46 2018, 0.549, kaggle housing, c(0.2, 0, 9.9, 12.2, 25.9, 22.4, 96.8, 96.8, 6.5, 9.3, 0, 0, 2.3, 0.8, 0.2, 1.7, 5.4, 0.9, 2.9, 12.5, 0.3, 4.4, 1.5, 2.6, 1.4, 1.4, 1.9, 0, 2.6, 0.8, 6.8, 63.2, 0.8, 38.5, 29.9, 3.4, 4.1, 0.7, 3.2, 0, 11.7, 2.9, 0.2, 3, 0.1, 11.7, 2.8, 6.7, 15.8, 9.6, 19.8, 26, 35, 0.2, 1.9, 5.8, 11.7, 28.3, 24.8, 15.9, 31.4, 5.5, 7.5, 11.3, 5.5, 13.3, 6.2, 7.6, 23.9, 5.7, 7.8, 7.4, 23.1, 5.7, 8.9, 43.5, 21.6, 1.7, 11.5, 12.8, 12.8, 5.6, 9.5, 37.1, 21.4, 51.7, 7.4, 0, 35.7, 9.9, 6.3, 17.1, 15.9, 28.4, 28.8, 2.1, 
26.4, 57.9, 57.8, 24.8, 17.7, 32.7, 41.5, 27.8, 18, 41.1, 46.2, 43.6, 8.2, 8.7, 14.3, 19.5, 100, 99.7, 99.7, 86.4, 85.5, 85.7, 96.5, 0.3, 0.3, 10.3, 4, 2, 0.9, 9.9)
cubist, Thu Mar 22 16:50:50 2018, 0.686, kaggle housing, c(100, 68.5, 64.3, 43.4, 70.6, 55.2, 49.7, 4.9, 62.9, 49, 44.8, 39.9, 36.4, 34.3, 32.9, 30.1, 28, 26.6, 25.9, 24.5, 24.5, 24.5, 23.8, 21.7, 20.3, 19.6, 18.2, 17.5, 16.8, 16.8, 16.1, 16.1, 16.1, 15.4, 14, 13.3, 13.3, 12.6, 12.6, 11.9, 11.9, 11.9, 11.2, 11.2, 10.5, 10.5, 10.5, 9.8, 9.1, 9.1, 8.4, 7.7, 7, 7, 7, 5.6, 5.6, 4.9, 4.9, 4.2, 3.5, 3.5, 3.5, 2.8, 2.1, 2.1, 2.1, 2.1, 2.1, 2.1, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 0.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
plsRglm, Thu Mar 22 17:13:48 2018, 0.586, kaggle housing, c(0.2, 0, 9.9, 12.2, 25.9, 22.4, 96.8, 96.8, 6.5, 9.3, 0, 0, 2.3, 0.8, 0.2, 1.7, 5.4, 0.9, 2.9, 12.5, 0.3, 4.4, 1.5, 2.6, 1.4, 1.4, 1.9, 0, 2.6, 0.8, 6.8, 63.2, 0.8, 38.5, 29.9, 3.4, 4.1, 0.7, 3.2, 0, 11.7, 2.9, 0.2, 3, 0.1, 11.7, 2.8, 6.7, 15.8, 9.6, 19.8, 26, 35, 0.2, 1.9, 5.8, 11.7, 28.3, 24.8, 15.9, 31.4, 5.5, 7.5, 11.3, 5.5, 13.3, 6.2, 7.6, 23.9, 5.7, 7.8, 7.4, 23.1, 5.7, 8.9, 43.5, 21.6, 1.7, 11.5, 12.8, 12.8, 5.6, 9.5, 37.1, 21.4, 51.7, 7.4, 0, 35.7, 9.9, 6.3, 17.1, 15.9, 28.4, 28.8, 2.1, 
26.4, 57.9, 57.8, 24.8, 17.7, 32.7, 41.5, 27.8, 18, 41.1, 46.2, 43.6, 8.2, 8.7, 14.3, 19.5, 100, 99.7, 99.7, 86.4, 85.5, 85.7, 96.5, 0.3, 0.3, 10.3, 4, 2, 0.9, 9.9)
rpart, Thu Mar 22 17:14:18 2018, 0.544, kaggle housing, c(46.7, 1.9, 5, 2.2, 1.9, 1.9, 9.8, 3.4, 4, 9.3, 2.4, 8.9, 12.6, 2.8, 2.9, 6.7, 4, 6.6, 77.2, 13.9, 6, 31.5, 68.1, 3.2, 1.2, 6.7, 10.6, 12.6, 18.5, 56.3, 40.5, 100, 12.7, 13.1, 4.1, 11.1, 6.5, 8.4, 20.6, 18.8, 1.5, 5.9, 14.9, 18.8, 5.4, 4.8, 24.4, 63.8, 2.2, 1.5, 8.5, 10.2, 1.5, 20.8, 1.9, 1.3, 5.2, 3.7, 12.3, 1.3, 2, 2.5, 3.4, 4.2, 3.9, 4.5, 2.3, 4.4, 38.8, 12.2, 20.3, 36.3, 33.6, 3.4, 3.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
rpart1SE, Thu Mar 22 17:14:20 2018, 0.477, kaggle housing, c(9.9, 21.6, 64.7, 65.3, 16.2, 27.1, 39.7, 12.2, 100, 34.5, 34.6, 9.3, 83.8, 81.6, 10.3, 81.9, 36.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
rpart2, Thu Mar 22 17:14:22 2018, 0.477, kaggle housing, c(9.9, 21.6, 64.7, 65.3, 16.2, 27.1, 39.7, 12.2, 100, 34.5, 34.6, 9.3, 83.8, 81.6, 10.3, 81.9, 36.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
treebag, Thu Mar 22 17:22:17 2018, 0.578, kaggle housing, c(17.9, 0, 0, 0, 0.7, 0.5, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 4.8, 0.6, 17.7, 0.4, 0, 0, 0.4, 0, 1, 7.5, 5.4, 4.3, 0, 0, 0.5, 0, 0.6, 0, 0, 0.5, 0, 0, 2.5, 46.7, 1.7, 0, 1.6, 64.8, 0, 0, 0, 27.5, 28.7, 0.8, 0, 1.6, 50.4, 24, 100, 1.5, 0, 28.3, 0.4, 1.6, 6.2, 0.8, 0, 12.8, 0, 0, 18.9, 0, 0, 1.6, 0, 5.6, 1.2, 0, 0, 6.3, 45.3, 55.7, 0, 3.6, 1.5, 0.3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 1.1, 0, 0, 8.1, 0, 0.9, 0.7, 81.7, 5.8, 3.1, 43.3, 18.6, 0, 
0)
xgbLinear, Thu Mar 22 17:22:41 2018, 0.658, kaggle housing, c(100, 28.8, 13.1, 4.8, 4.6, 3.5, 3.1, 3, 3, 2.5, 2.4, 1.5, 1.1, 0.9, 0.8, 0.7, 0.6, 0.6, 0.6, 0.6, 0.6, 0.4, 0.3, 0.3, 0.3, 0.3, 0.3, 0.2, 0.2, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
xgbTree, Thu Mar 22 17:25:02 2018, 0.635, kaggle housing, c(100, 63.9, 32.5, 17.2, 16.3, 15.8, 15, 13.2, 12.1, 11.2, 10.9, 9.7, 8.5, 7.9, 6.7, 6.2, 4.2, 3.6, 2.7, 2.5, 1.8, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
BstLm, Thu Mar 22 17:26:55 2018, 0.59, kaggle housing, c(0.2, 0.1, 10.4, 13.5, 22.3, 17.6, 96.9, 96.9, 5.3, 8.1, 0, 0, 2.8, 0.8, 0.1, 1.5, 4.9, 0.7, 2.6, 14.8, 0.2, 6.1, 1.2, 2.2, 1.9, 1.4, 1.9, 0, 2.8, 0.4, 6.1, 67.1, 0.2, 38.3, 30.2, 5, 5.2, 0.4, 3.2, 0, 10.6, 3.6, 0.1, 2.8, 0.1, 10.9, 3.5, 6.3, 17.1, 11.3, 25.7, 35.4, 0.1, 1.7, 6.2, 11.9, 28.8, 28.3, 14, 32, 5.8, 7.4, 12.3, 5.8, 14.6, 6.6, 7.1, 24.4, 6.3, 7.8, 6.9, 6.6, 5.6, 10.9, 44.5, 20.8, 1.8, 11.1, 12.3, 12.3, 5.7, 9.3, 38.9, 54.2, 6.5, 0, 35.3, 10.7, 3.9, 18, 15.5, 29.4, 31, 1.8, 27.1, 57.1, 
57, 24.1, 19.4, 32.8, 41.6, 29.2, 17.1, 38.7, 48.8, 46.3, 8.9, 8.9, 11.2, 20.4, 100, 99.6, 99.9, 89.1, 88.2, 88.3, 97.5, 0.8, 13.1, 5, 1.8, 1.8, 12.7)
cforest, Thu Mar 22 17:37:57 2018, 0.632, kaggle housing, Failed
ctree, Thu Mar 22 17:38:12 2018, 0.54, kaggle housing, c(0.2, 0.1, 10.4, 13.5, 22.3, 17.6, 96.9, 96.9, 5.3, 8.1, 0, 0, 2.8, 0.8, 0.1, 1.5, 4.9, 0.7, 2.6, 14.8, 0.2, 6.1, 1.2, 2.2, 1.9, 1.4, 1.9, 0, 2.8, 0.4, 6.1, 67.1, 0.2, 38.3, 30.2, 5, 5.2, 0.4, 3.2, 0, 10.6, 3.6, 0.1, 2.8, 0.1, 10.9, 3.5, 6.3, 17.1, 11.3, 25.7, 35.4, 0.1, 1.7, 6.2, 11.9, 28.8, 28.3, 14, 32, 5.8, 7.4, 12.3, 5.8, 14.6, 6.6, 7.1, 24.4, 6.3, 7.8, 6.9, 6.6, 5.6, 10.9, 44.5, 20.8, 1.8, 11.1, 12.3, 12.3, 5.7, 9.3, 38.9, 54.2, 6.5, 0, 35.3, 10.7, 3.9, 18, 15.5, 29.4, 31, 1.8, 27.1, 57.1, 
57, 24.1, 19.4, 32.8, 41.6, 29.2, 17.1, 38.7, 48.8, 46.3, 8.9, 8.9, 11.2, 20.4, 100, 99.6, 99.9, 89.1, 88.2, 88.3, 97.5, 0.8, 13.1, 5, 1.8, 1.8, 12.7)
ctree2, Thu Mar 22 17:38:25 2018, 0.541, kaggle housing, c(0.2, 0.1, 10.4, 13.5, 22.3, 17.6, 96.9, 96.9, 5.3, 8.1, 0, 0, 2.8, 0.8, 0.1, 1.5, 4.9, 0.7, 2.6, 14.8, 0.2, 6.1, 1.2, 2.2, 1.9, 1.4, 1.9, 0, 2.8, 0.4, 6.1, 67.1, 0.2, 38.3, 30.2, 5, 5.2, 0.4, 3.2, 0, 10.6, 3.6, 0.1, 2.8, 0.1, 10.9, 3.5, 6.3, 17.1, 11.3, 25.7, 35.4, 0.1, 1.7, 6.2, 11.9, 28.8, 28.3, 14, 32, 5.8, 7.4, 12.3, 5.8, 14.6, 6.6, 7.1, 24.4, 6.3, 7.8, 6.9, 6.6, 5.6, 10.9, 44.5, 20.8, 1.8, 11.1, 12.3, 12.3, 5.7, 9.3, 38.9, 54.2, 6.5, 0, 35.3, 10.7, 3.9, 18, 15.5, 29.4, 31, 1.8, 27.1, 57.1, 
57, 24.1, 19.4, 32.8, 41.6, 29.2, 17.1, 38.7, 48.8, 46.3, 8.9, 8.9, 11.2, 20.4, 100, 99.6, 99.9, 89.1, 88.2, 88.3, 97.5, 0.8, 13.1, 5, 1.8, 1.8, 12.7)
plsRglm, Fri Mar 23 15:57:28 2018, 0.65, kaggle housing, c(0.2, 0, 9.1, 12.5, 21.9, 14.5, 96.4, 96.4, 6.8, 9.2, 0.1, 0, 2.2, 0.7, 0.3, 2, 5.2, 0.8, 2.5, 10.7, 0.4, 5.6, 1.4, 2.7, 2.1, 1.1, 1.9, 0.1, 3, 0.6, 6.5, 66.3, 0, 38.7, 31.4, 2.7, 2.7, 0.9, 3, 0, 12.3, 4.1, 0.4, 2.7, 0.1, 12.5, 3.6, 6.3, 15.4, 9.9, 28, 37.1, 0.1, 1.4, 6.8, 11.4, 28.8, 24.3, 15.2, 30.6, 4.8, 6.5, 10.7, 4.8, 12.9, 5.5, 7, 24.2, 5.6, 6.2, 6.1, 6.1, 5.1, 11.2, 40.5, 21.9, 1.7, 11.2, 11.2, 11.2, 5.8, 9.4, 33.8, 50.7, 5.9, 0, 33.2, 11.2, 3.8, 16.4, 18.5, 31.3, 27.4, 1.9, 27, 57.9, 57.6, 
25.2, 18.1, 32.6, 41.4, 27.9, 17.8, 39.2, 46.9, 40.9, 7.5, 8.9, 12.3, 21.3, 100, 99.6, 99.7, 86.7, 85.6, 85.7, 96.8, 0.4, 11.5, 4.5, 1.8, 1.4, 11.2)
rpart, Fri Mar 23 15:58:02 2018, 0.563, kaggle housing, c(28.4, 4.2, 5, 5, 6.7, 12.9, 6.5, 2.9, 2.4, 2, 4.8, 4.1, 3.6, 4.8, 8.7, 2.7, 8.3, 70, 8.6, 32.8, 69.8, 8.2, 8.2, 4.6, 71.1, 100, 14.6, 5.6, 5.5, 2.7, 19.5, 10.2, 2.8, 24.7, 3.6, 6.9, 6.5, 8.7, 8.7, 37.5, 61.6, 5, 22.5, 8.7, 10.4, 1.5, 2.3, 5.2, 3.8, 5.5, 4.5, 3.8, 2.6, 2.3, 3.7, 2.9, 60.8, 43.8, 1.5, 28.1, 39.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
rpart1SE, Fri Mar 23 15:58:04 2018, 0.467, kaggle housing, c(8.9, 17.1, 7.3, 5.9, 30, 22.6, 22.6, 26.9, 61.1, 15.3, 6.2, 25.9, 7.7, 54.8, 50.3, 6.2, 6.2, 100, 10.9, 41.6, 8.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
rpart2, Fri Mar 23 15:58:07 2018, 0.467, kaggle housing, c(8.9, 17.1, 7.3, 5.9, 30, 22.6, 22.6, 26.9, 61.1, 15.3, 6.2, 25.9, 7.7, 54.8, 50.3, 6.2, 6.2, 100, 10.9, 41.6, 8.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
treebag, Fri Mar 23 16:06:19 2018, 0.558, kaggle housing, c(21.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0, 0.7, 19.9, 0.7, 1.7, 0, 0.5, 0, 0, 9.6, 1.4, 0.5, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 1, 43.5, 4.3, 0, 0.9, 57.5, 0, 0, 0, 10.3, 11.8, 0, 0, 0.9, 50.3, 94.9, 1.8, 0.7, 19.5, 0.3, 9, 0, 2.6, 3.3, 7, 0, 0.4, 20.7, 0, 0, 5.3, 0, 10, 0.6, 0.3, 0.3, 2.7, 49.6, 52.1, 0, 4.7, 2.8, 2.3, 0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0, 0, 5.8, 0, 0, 0.3, 0, 0.3, 0, 0, 0, 0, 0, 0, 0.6, 1.9, 0.5, 0, 5.8, 0, 0.9, 0, 100, 9.5, 5.7, 35.3, 11.2, 0, 1.5)
xgbLinear, Fri Mar 23 16:06:44 2018, 0.668, kaggle housing, c(100, 43.5, 15.6, 11, 6.1, 4.1, 3.5, 3.4, 2.6, 1.8, 1.4, 1.3, 1.3, 1.2, 1.2, 1.1, 0.9, 0.8, 0.6, 0.6, 0.6, 0.5, 0.4, 0.4, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0)
xgbTree, Fri Mar 23 16:09:06 2018, 0.663, kaggle housing, c(100, 83.5, 52.8, 29.1, 27.5, 19, 18, 11.5, 10.1, 9.2, 7.9, 6, 5, 4.9, 3.1, 3, 3, 2.6, 2.5, 2.3, 2.1, 2.1, 2, 2, 1.9, 1.8, 1.7, 1.6, 1.6, 1.5, 1.5, 1.4, 0.9, 0.9, 0.7, 0.5, 0.5, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
